town_id,source_name,enabled
13,darashia|loot.azil~boat:,1
13,darashia|loot.habdel~boat:,1
13,darashia|ammo~boat:,1
13,darashia|trainers~boat:,1
13,darashia|bank~boat:,1
13,darashia|runes~boat:,1
13,darashia|potions~boat:,1
13,darashia|west.exit~depot:,1
13,depot|darashia|1:,1
13,darashia|north.exit~depot:,1
13,darashia|depot~depot:,1
13,darashia|temple~depot:,1
13,darashia|loot.azil~depot:,1
13,darashia|loot.habdel~depot:,1
13,darashia|bank~depot:,1
13,darashia|runes~depot:,1
13,darashia|potions~depot:,1
13,darashia|carpet~depot:,1
13,darashia|boat~depot:,1
13,darashia|ammo~depot:,1
13,darashia|trainers~depot:,1
13,darashia|west.exit~bank:,1
13,darashia|north.exit~bank:,1
13,darashia|bank~bank:,1
13,darashia|boat~bank:,1
13,darashia|carpet~bank:,1
13,darashia|depot~bank:,1
13,darashia|temple~bank:,1
13,darashia|loot.azil~bank:,1
13,darashia|loot.habdel~bank:,1
13,darashia|ammo~bank:,1
13,darashia|trainers~bank:,1
13,darashia|west.exit~carpet:,1
13,darashia|north.exit~carpet:,1
13,darashia|carpet~carpet:,1
13,darashia|boat~carpet:,1
13,darashia|temple~carpet:,1
13,darashia|depot~carpet:,1
13,darashia|loot.azil~carpet:,1
13,darashia|loot.habdel~carpet:,1
13,darashia|ammo~carpet:,1
13,darashia|runes~carpet:,1
13,darashia|potions~carpet:,1
13,darashia|bank~carpet:,1
13,darashia|trainers~carpet:,1
13,darashia|west.exit~potions:,1
13,darashia|north.exit~potions:,1
13,darashia|potions~potions:,1
13,darashia|runes~potions:,1
13,darashia|boat~potions:,1
13,darashia|carpet~potions:,1
13,darashia|depot~potions:,1
13,darashia|temple~potions:,1
13,darashia|bank~potions:,1
13,darashia|loot.azil~potions:,1
13,darashia|loot.habdel~potions:,1
13,darashia|ammo~potions:,1
13,darashia|trainers~potions:,1
13,darashia|west.exit~runes:,1
13,darashia|north.exit~runes:,1
13,darashia|potions~runes:,1
13,darashia|runes~runes:,1
13,darashia|boat~runes:,1
13,darashia|carpet~runes:,1
13,darashia|depot~runes:,1
13,darashia|temple~runes:,1
13,darashia|bank~runes:,1
13,darashia|loot.azil~runes:,1
13,darashia|loot.habdel~runes:,1
13,darashia|ammo~runes:,1
13,darashia|trainers~runes:,1
13,darashia|west.exit~temple:,1
13,darashia|north.exit~temple:,1
13,darashia|temple~temple:,1
13,darashia|depot~temple:,1
13,darashia|boat~temple:,1
13,darashia|carpet~temple:,1
13,darashia|ammo~temple:,1
13,darashia|loot.azil~temple:,1
13,darashia|loot.habdel~temple:,1
13,darashia|runes~temple:,1
13,darashia|potions~temple:,1
13,darashia|bank~temple:,1
13,darashia|trainers~temple:,1
13,darashia|west.exit~ammo:,1
13,darashia|north.exit~ammo:,1
13,darashia|temple~ammo:,1
13,darashia|depot~ammo:,1
13,darashia|boat~ammo:,1
13,darashia|carpet~ammo:,1
13,darashia|bank~ammo:,1
13,darashia|runes~ammo:,1
13,darashia|potions~ammo:,1
13,darashia|loot.azil~ammo:,1
13,darashia|loot.habdel~ammo:,1
13,darashia|ammo~ammo:,1
13,darashia|trainers~ammo:,1
13,darashia|west.exit~loot.azil:,1
13,darashia|north.exit~loot.azil:,1
13,darashia|temple~loot.azil:,1
13,darashia|depot~loot.azil:,1
13,darashia|boat~loot.azil:,1
13,darashia|carpet~loot.azil:,1
13,darashia|bank~loot.azil:,1
13,darashia|runes~loot.azil:,1
13,darashia|potions~loot.azil:,1
13,darashia|ammo~loot.azil:,1
13,darashia|loot.azil~loot.azil:,1
13,darashia|loot.habdel~loot.azil:,1
13,darashia|trainers~loot.azil:,1
13,darashia|west.exit~loot.habdel:,1
13,darashia|north.exit~loot.habdel:,1
13,darashia|temple~loot.habdel:,1
13,darashia|depot~loot.habdel:,1
13,darashia|boat~loot.habdel:,1
13,darashia|carpet~loot.habdel:,1
13,darashia|bank~loot.habdel:,1
13,darashia|runes~loot.habdel:,1
13,darashia|potions~loot.habdel:,1
13,darashia|ammo~loot.habdel:,1
13,darashia|loot.azil~loot.habdel:,1
13,darashia|loot.habdel~loot.habdel:,1
13,darashia|trainers~loot.habdel:,1
13,darashia|depot~trainers:,1
13,darashia|west.exit~north.exit:,1
13,darashia|temple~north.exit:,1
13,darashia|depot~north.exit:,1
13,darashia|boat~north.exit:,1
13,darashia|carpet~north.exit:,1
13,darashia|bank~north.exit:,1
13,darashia|runes~north.exit:,1
13,darashia|potions~north.exit:,1
13,darashia|ammo~north.exit:,1
13,darashia|loot.azil~north.exit:,1
13,darashia|loot.habdel~north.exit:,1
13,darashia|trainers~north.exit:,1
13,darashia|temple~west.exit:,1
13,darashia|depot~west.exit:,1
13,darashia|boat~west.exit:,1
13,darashia|carpet~west.exit:,1
13,darashia|bank~west.exit:,1
13,darashia|loot.azil~west.exit:,1
13,darashia|loot.habdel~west.exit:,1
13,darashia|ammo~west.exit:,1
13,darashia|trainers~west.exit:,1
13,darashia|runes~west.exit:,1
13,darashia|potions~west.exit:,1
13,darashia|west.exit~west.exit:,1
13,darashia|boat~south.exit:,1
13,darashia|depot~south.exit:,1
13,darashia|bank~south.exit:,1
13,darashia|carpet~south.exit:,1
13,darashia|potions~south.exit:,1
13,darashia|runes~south.exit:,1
13,darashia|temple~south.exit:,1
13,darashia|ammo~south.exit:,1
13,darashia|loot.azil~south.exit:,1
13,darashia|loot.habdel~south.exit:,1
13,darashia|north.exit~south.exit:,1
13,darashia|west.exit~south.exit:,1
13,darashia|south.exit~south.exit:,1
13,darashia|south.exit~boat:,1
13,darashia|south.exit~depot:,1
13,darashia|south.exit~bank:,1
13,darashia|south.exit~carpet:,1
13,darashia|south.exit~potions:,1
13,darashia|south.exit~runes:,1
13,darashia|south.exit~temple:,1
13,darashia|south.exit~ammo:,1
13,darashia|south.exit~loot.azil:,1
13,darashia|south.exit~loot.habdel:,1
13,darashia|south.exit~trainers:,1
13,darashia|food~trainers:,1
13,darashia|south.exit~north.exit:,1
13,darashia|south.exit~west.exit:,1
13,darashia|boat~food:,1
13,darashia|depot~food:,1
13,darashia|bank~food:,1
13,darashia|carpet~food:,1
13,darashia|potions~food:,1
13,darashia|runes~food:,1
13,darashia|temple~food:,1
13,darashia|ammo~food:,1
13,darashia|food~food:,1
13,darashia|loot.azil~food:,1
13,darashia|loot.habdel~food:,1
13,darashia|north.exit~food:,1
13,darashia|west.exit~food:,1
13,darashia|south.exit~food:,1
13,darashia|food~boat:,1
13,darashia|food~depot:,1
13,darashia|food~bank:,1
13,darashia|food~carpet:,1
13,darashia|food~potions:,1
13,darashia|food~runes:,1
13,darashia|food~temple:,1
13,darashia|food~ammo:,1
13,darashia|food~loot.azil:,1
13,darashia|food~loot.habdel:,1
13,darashia|food~north.exit:,1
13,darashia|food~west.exit:,1
13,darashia|food~south.exit:,1
13,darashia|bank~tools:,1
13,darashia|tools~depot:,1
13,darashia|trainers~food:,1
11,edron|towers~boat:,1
11,edron|bank~tools:,1
11,edron|tools~depot:,1
11,edron|boat~boat:,1
11,edron|temple~boat:,1
11,edron|trainers~boat:,1
11,edron|bank~boat:,1
11,edron|depot~boat:,1
11,edron|loot~boat:,1
11,edron|ammo~boat:,1
11,edron|bridge~boat:,1
11,edron|runes~boat:,1
11,edron|food~boat:,1
11,edron|potions~boat:,1
11,edron|carpet~boat:,1
11,edron|towers~bank:,1
11,edron|bank~bank:,1
11,edron|depot~bank:,1
11,edron|boat~bank:,1
11,edron|trainers~bank:,1
11,edron|carpet~bank:,1
11,edron|loot~bank:,1
11,edron|ammo~bank:,1
11,edron|bridge~bank:,1
11,edron|runes~bank:,1
11,edron|food~bank:,1
11,edron|potions~bank:,1
11,edron|temple~bank:,1
11,edron|towers~temple:,1
11,edron|temple~temple:,1
11,edron|trainers~temple:,1
11,edron|boat~temple:,1
11,edron|bank~temple:,1
11,edron|depot~temple:,1
11,edron|carpet~temple:,1
11,edron|ammo~temple:,1
11,edron|loot~temple:,1
11,edron|bridge~temple:,1
11,edron|runes~temple:,1
11,edron|food~temple:,1
11,edron|potions~temple:,1
11,edron|towers~carpet:,1
11,edron|carpet~carpet:,1
11,edron|depot~carpet:,1
11,edron|bank~carpet:,1
11,edron|boat~carpet:,1
11,edron|trainers~carpet:,1
11,edron|loot~carpet:,1
11,edron|ammo~carpet:,1
11,edron|runes~carpet:,1
11,edron|food~carpet:,1
11,edron|potions~carpet:,1
11,edron|bridge~carpet:,1
11,edron|towers~depot:,1
11,edron|depot~depot:,1
11,edron|boat~depot:,1
11,edron|bank~depot:,1
11,edron|trainers~depot:,1
11,edron|temple~depot:,1
11,edron|loot~depot:,1
11,edron|ammo~depot:,1
11,edron|runes~depot:,1
11,edron|food~depot:,1
11,edron|potions~depot:,1
11,edron|carpet~depot:,1
11,edron|bridge~depot:,1
11,depot|edron|1:,1
11,depot|edron|2:,1
11,edron|towers~trainers:,1
11,edron|trainers~trainers:,1
11,edron|boat~trainers:,1
11,edron|loot~trainers:,1
11,edron|ammo~trainers:,1
11,edron|temple~trainers:,1
11,edron|bank~trainers:,1
11,edron|depot~trainers:,1
11,edron|bridge~trainers:,1
11,edron|runes~trainers:,1
11,edron|food~trainers:,1
11,edron|potions~trainers:,1
11,edron|carpet~trainers:,1
11,edron|towers~loot:,1
11,edron|loot~loot:,1
11,edron|boat~loot:,1
11,edron|trainers~loot:,1
11,edron|carpet~loot:,1
11,edron|temple~loot:,1
11,edron|bank~loot:,1
11,edron|depot~loot:,1
11,edron|ammo~loot:,1
11,edron|bridge~loot:,1
11,edron|runes~loot:,1
11,edron|food~loot:,1
11,edron|potions~loot:,1
11,edron|towers~ammo:,1
11,edron|ammo~ammo:,1
11,edron|boat~ammo:,1
11,edron|trainers~ammo:,1
11,edron|carpet~ammo:,1
11,edron|temple~ammo:,1
11,edron|bank~ammo:,1
11,edron|depot~ammo:,1
11,edron|loot~ammo:,1
11,edron|bridge~ammo:,1
11,edron|runes~ammo:,1
11,edron|food~ammo:,1
11,edron|potions~ammo:,1
11,edron|towers~runes:,1
11,edron|runes~runes:,1
11,edron|boat~runes:,1
11,edron|trainers~runes:,1
11,edron|carpet~runes:,1
11,edron|temple~runes:,1
11,edron|bank~runes:,1
11,edron|depot~runes:,1
11,edron|loot~runes:,1
11,edron|ammo~runes:,1
11,edron|potions~runes:,1
11,edron|food~runes:,1
11,edron|bridge~runes:,1
11,edron|towers~food:,1
11,edron|food~food:,1
11,edron|boat~food:,1
11,edron|trainers~food:,1
11,edron|carpet~food:,1
11,edron|temple~food:,1
11,edron|bank~food:,1
11,edron|depot~food:,1
11,edron|loot~food:,1
11,edron|ammo~food:,1
11,edron|potions~food:,1
11,edron|bridge~food:,1
11,edron|runes~food:,1
11,edron|towers~potions:,1
11,edron|potions~potions:,1
11,edron|boat~potions:,1
11,edron|trainers~potions:,1
11,edron|carpet~potions:,1
11,edron|temple~potions:,1
11,edron|bank~potions:,1
11,edron|depot~potions:,1
11,edron|loot~potions:,1
11,edron|ammo~potions:,1
11,edron|bridge~potions:,1
11,edron|food~potions:,1
11,edron|runes~potions:,1
11,edron|towers~bridge:,1
11,edron|bridge~bridge:,1
11,edron|boat~bridge:,1
11,edron|trainers~bridge:,1
11,edron|carpet~bridge:,1
11,edron|ammo~bridge:,1
11,edron|loot~bridge:,1
11,edron|temple~bridge:,1
11,edron|bank~bridge:,1
11,edron|depot~bridge:,1
11,edron|potions~bridge:,1
11,edron|runes~bridge:,1
11,edron|food~bridge:,1
11,edron|towers~towers:,1
11,edron|boat~towers:,1
11,edron|carpet~towers:,1
11,edron|depot~towers:,1
11,edron|bank~towers:,1
11,edron|loot~towers:,1
11,edron|ammo~towers:,1
11,edron|temple~towers:,1
11,edron|potions~towers:,1
11,edron|runes~towers:,1
11,edron|food~towers:,1
11,edron|bridge~towers:,1
11,edron|trainers~towers:,1
14,liberty bay|boat~boat:,1
14,liberty bay|boat~meriana.exit:,1
14,liberty bay|depot~meriana.exit:,1
14,liberty bay|potions~meriana.exit:,1
14,liberty bay|runes~meriana.exit:,1
14,liberty bay|ammo~meriana.exit:,1
14,liberty bay|loot~meriana.exit:,1
14,liberty bay|temple~meriana.exit:,1
14,liberty bay|bank~meriana.exit:,1
14,liberty bay|food~meriana.exit:,1
14,liberty bay|trainers~meriana.exit:,1
14,liberty bay|south.exit~meriana.exit:,1
14,liberty bay|west.exit~meriana.exit:,1
14,liberty bay|meriana.exit~meriana.exit:,1
14,liberty bay|meriana.exit~boat:,1
14,liberty bay|meriana.exit~depot:,1
14,liberty bay|meriana.exit~potions:,1
14,liberty bay|meriana.exit~runes:,1
14,liberty bay|meriana.exit~ammo:,1
14,liberty bay|meriana.exit~loot:,1
14,liberty bay|meriana.exit~temple:,1
14,liberty bay|meriana.exit~bank:,1
14,liberty bay|meriana.exit~food:,1
14,liberty bay|meriana.exit~trainers:,1
14,liberty bay|meriana.exit~south.exit:,1
14,liberty bay|meriana.exit~west.exit:,1
14,liberty bay|bank~tools:,1
14,liberty bay|tools~depot:,1
14,liberty bay|trainers~boat:,1
14,liberty bay|bank~boat:,1
14,liberty bay|depot~boat:,1
14,liberty bay|temple~boat:,1
14,liberty bay|runes~boat:,1
14,liberty bay|potions~boat:,1
14,liberty bay|ammo~boat:,1
14,liberty bay|loot~boat:,1
14,liberty bay|food~boat:,1
14,liberty bay|depot~depot:,1
14,liberty bay|trainers~depot:,1
14,liberty bay|boat~depot:,1
14,liberty bay|bank~depot:,1
14,liberty bay|ammo~depot:,1
14,liberty bay|loot~depot:,1
14,liberty bay|temple~depot:,1
14,liberty bay|potions~depot:,1
14,liberty bay|runes~depot:,1
14,liberty bay|food~depot:,1
14,depot|liberty bay|1:,1
14,depot|liberty bay|2:,1
14,liberty bay|bank~bank:,1
14,liberty bay|trainers~bank:,1
14,liberty bay|boat~bank:,1
14,liberty bay|loot~bank:,1
14,liberty bay|ammo~bank:,1
14,liberty bay|temple~bank:,1
14,liberty bay|potions~bank:,1
14,liberty bay|runes~bank:,1
14,liberty bay|food~bank:,1
14,liberty bay|depot~bank:,1
14,liberty bay|potions~potions:,1
14,liberty bay|trainers~potions:,1
14,liberty bay|boat~potions:,1
14,liberty bay|depot~potions:,1
14,liberty bay|bank~potions:,1
14,liberty bay|temple~potions:,1
14,liberty bay|loot~potions:,1
14,liberty bay|ammo~potions:,1
14,liberty bay|food~potions:,1
14,liberty bay|runes~potions:,1
14,liberty bay|runes~runes:,1
14,liberty bay|trainers~runes:,1
14,liberty bay|boat~runes:,1
14,liberty bay|depot~runes:,1
14,liberty bay|bank~runes:,1
14,liberty bay|temple~runes:,1
14,liberty bay|loot~runes:,1
14,liberty bay|ammo~runes:,1
14,liberty bay|food~runes:,1
14,liberty bay|potions~runes:,1
14,liberty bay|temple~temple:,1
14,liberty bay|trainers~temple:,1
14,liberty bay|bank~temple:,1
14,liberty bay|depot~temple:,1
14,liberty bay|potions~temple:,1
14,liberty bay|runes~temple:,1
14,liberty bay|ammo~temple:,1
14,liberty bay|loot~temple:,1
14,liberty bay|food~temple:,1
14,liberty bay|boat~temple:,1
14,liberty bay|ammo~ammo:,1
14,liberty bay|loot~loot:,1
14,liberty bay|trainers~loot:,1
14,liberty bay|trainers~ammo:,1
14,liberty bay|bank~ammo:,1
14,liberty bay|depot~ammo:,1
14,liberty bay|potions~ammo:,1
14,liberty bay|runes~ammo:,1
14,liberty bay|loot~ammo:,1
14,liberty bay|food~ammo:,1
14,liberty bay|temple~ammo:,1
14,liberty bay|boat~ammo:,1
14,liberty bay|bank~loot:,1
14,liberty bay|depot~loot:,1
14,liberty bay|potions~loot:,1
14,liberty bay|runes~loot:,1
14,liberty bay|ammo~loot:,1
14,liberty bay|food~loot:,1
14,liberty bay|temple~loot:,1
14,liberty bay|boat~loot:,1
14,liberty bay|food~food:,1
14,liberty bay|trainers~food:,1
14,liberty bay|bank~food:,1
14,liberty bay|depot~food:,1
14,liberty bay|potions~food:,1
14,liberty bay|runes~food:,1
14,liberty bay|temple~food:,1
14,liberty bay|loot~food:,1
14,liberty bay|ammo~food:,1
14,liberty bay|boat~food:,1
14,liberty bay|trainers~trainers:,1
14,liberty bay|boat~trainers:,1
14,liberty bay|temple~trainers:,1
14,liberty bay|potions~trainers:,1
14,liberty bay|runes~trainers:,1
14,liberty bay|ammo~trainers:,1
14,liberty bay|loot~trainers:,1
14,liberty bay|food~trainers:,1
14,liberty bay|bank~trainers:,1
14,liberty bay|depot~trainers:,1
14,liberty bay|boat~west.exit:,1
14,liberty bay|depot~west.exit:,1
14,liberty bay|potions~west.exit:,1
14,liberty bay|runes~west.exit:,1
14,liberty bay|ammo~west.exit:,1
14,liberty bay|loot~west.exit:,1
14,liberty bay|temple~west.exit:,1
14,liberty bay|bank~west.exit:,1
14,liberty bay|food~west.exit:,1
14,liberty bay|trainers~west.exit:,1
14,liberty bay|west.exit~west.exit:,1
14,liberty bay|west.exit~boat:,1
14,liberty bay|west.exit~depot:,1
14,liberty bay|west.exit~potions:,1
14,liberty bay|west.exit~runes:,1
14,liberty bay|west.exit~ammo:,1
14,liberty bay|west.exit~loot:,1
14,liberty bay|west.exit~temple:,1
14,liberty bay|west.exit~bank:,1
14,liberty bay|west.exit~food:,1
14,liberty bay|west.exit~trainers:,1
14,liberty bay|boat~south.exit:,1
14,liberty bay|temple~south.exit:,1
14,liberty bay|depot~south.exit:,1
14,liberty bay|bank~south.exit:,1
14,liberty bay|potions~south.exit:,1
14,liberty bay|runes~south.exit:,1
14,liberty bay|food~south.exit:,1
14,liberty bay|ammo~south.exit:,1
14,liberty bay|loot~south.exit:,1
14,liberty bay|west.exit~south.exit:,1
14,liberty bay|trainers~south.exit:,1
14,liberty bay|south.exit~south.exit:,1
14,liberty bay|south.exit~boat:,1
14,liberty bay|south.exit~depot:,1
14,liberty bay|south.exit~potions:,1
14,liberty bay|south.exit~runes:,1
14,liberty bay|south.exit~ammo:,1
14,liberty bay|south.exit~loot:,1
14,liberty bay|south.exit~food:,1
14,liberty bay|south.exit~temple:,1
14,liberty bay|south.exit~trainers:,1
14,liberty bay|south.exit~west.exit:,1
15,port hope|south.exit~boat:,1
15,port hope|bank~tools:,1
15,port hope|tools~depot:,1
15,port hope|east.exit~boat:,1
15,port hope|boat~boat:,1
15,port hope|north.exit~boat:,1
15,port hope|temple~boat:,1
15,port hope|depot~boat:,1
15,port hope|potions~boat:,1
15,port hope|runes~boat:,1
15,port hope|bank~boat:,1
15,port hope|ammo~boat:,1
15,port hope|loot~boat:,1
15,port hope|trainers~boat:,1
15,port hope|south.exit~depot:,1
15,port hope|east.exit~depot:,1
15,port hope|depot~depot:,1
15,port hope|north.exit~depot:,1
15,port hope|boat~depot:,1
15,port hope|temple~depot:,1
15,port hope|potions~depot:,1
15,port hope|runes~depot:,1
15,port hope|bank~depot:,1
15,port hope|ammo~depot:,1
15,port hope|loot~depot:,1
15,port hope|food~depot:,1
15,port hope|trainers~depot:,1
15,depot|port hope|1:,1
15,depot|port hope|2:,1
15,port hope|south.exit~temple:,1
15,port hope|east.exit~temple:,1
15,port hope|temple~temple:,1
15,port hope|north.exit~temple:,1
15,port hope|boat~temple:,1
15,port hope|depot~temple:,1
15,port hope|food~temple:,1
15,port hope|potions~temple:,1
15,port hope|runes~temple:,1
15,port hope|bank~temple:,1
15,port hope|ammo~temple:,1
15,port hope|loot~temple:,1
15,port hope|trainers~temple:,1
15,port hope|south.exit~bank:,1
15,port hope|east.exit~bank:,1
15,port hope|bank~bank:,1
15,port hope|north.exit~bank:,1
15,port hope|boat~bank:,1
15,port hope|temple~bank:,1
15,port hope|food~bank:,1
15,port hope|potions~bank:,1
15,port hope|runes~bank:,1
15,port hope|ammo~bank:,1
15,port hope|loot~bank:,1
15,port hope|trainers~bank:,1
15,port hope|depot~bank:,1
15,port hope|south.exit~potions:,1
15,port hope|east.exit~potions:,1
15,port hope|potions~potions:,1
15,port hope|north.exit~potions:,1
15,port hope|boat~potions:,1
15,port hope|runes~potions:,1
15,port hope|temple~potions:,1
15,port hope|food~potions:,1
15,port hope|depot~potions:,1
15,port hope|bank~potions:,1
15,port hope|ammo~potions:,1
15,port hope|loot~potions:,1
15,port hope|trainers~potions:,1
15,port hope|south.exit~runes:,1
15,port hope|east.exit~runes:,1
15,port hope|runes~runes:,1
15,port hope|north.exit~runes:,1
15,port hope|boat~runes:,1
15,port hope|potions~runes:,1
15,port hope|temple~runes:,1
15,port hope|food~runes:,1
15,port hope|depot~runes:,1
15,port hope|bank~runes:,1
15,port hope|ammo~runes:,1
15,port hope|loot~runes:,1
15,port hope|trainers~runes:,1
15,port hope|south.exit~ammo:,1
15,port hope|east.exit~ammo:,1
15,port hope|ammo~ammo:,1
15,port hope|north.exit~ammo:,1
15,port hope|boat~ammo:,1
15,port hope|temple~ammo:,1
15,port hope|food~ammo:,1
15,port hope|depot~ammo:,1
15,port hope|loot~ammo:,1
15,port hope|bank~ammo:,1
15,port hope|trainers~ammo:,1
15,port hope|potions~ammo:,1
15,port hope|runes~ammo:,1
