source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- yalahar|bank~tools: (11 waypoints) ---
yalahar|food~boat:,node,32841,31248,7,
yalahar|food~boat:,node,32837,31252,7,
yalahar|food~boat:,node,32830,31254,7,
yalahar|food~boat:,node,32823,31255,7,
yalahar|food~boat:,node,32817,31255,7,
yalahar|food~boat:,node,32810,31255,7,
yalahar|food~boat:,node,32804,31255,7,
yalahar|food~boat:,stand,32803,31255,7,
yalahar|food~boat:,node,32806,31259,6,
yalahar|food~boat:,node,32811,31265,6,
yalahar|food~boat:,node,32813,31272,6,
yalahar|food~boat:,door,32817,31275,6,
yalahar|food~boat:,ladder,32815,31277,6,
yalahar|food~boat:,stand,32815,31278,5,

# --- yalahar|loot.morpel~boat: (14 waypoints) ---
yalahar|loot.morpel~boat:,node,32830,31240,7,
yalahar|loot.morpel~boat:,node,32831,31247,7,
yalahar|loot.morpel~boat:,node,32830,31254,7,
yalahar|loot.morpel~boat:,node,32823,31255,7,
yalahar|loot.morpel~boat:,node,32817,31255,7,
yalahar|loot.morpel~boat:,node,32810,31255,7,
yalahar|loot.morpel~boat:,node,32804,31255,7,
yalahar|loot.morpel~boat:,stand,32803,31255,7,
yalahar|loot.morpel~boat:,node,32806,31259,6,
yalahar|loot.morpel~boat:,node,32811,31265,6,
yalahar|loot.morpel~boat:,node,32813,31272,6,
yalahar|loot.morpel~boat:,door,32817,31275,6,
yalahar|loot.morpel~boat:,ladder,32815,31277,6,
yalahar|loot.morpel~boat:,stand,32815,31278,5,

# --- yalahar|loot.oiriz~boat: (13 waypoints) ---
yalahar|loot.oiriz~boat:,node,32790,31233,7,
yalahar|loot.oiriz~boat:,node,32795,31233,7,
yalahar|loot.oiriz~boat:,node,32800,31234,7,
yalahar|loot.oiriz~boat:,node,32801,31239,7,
yalahar|loot.oiriz~boat:,node,32802,31246,7,
yalahar|loot.oiriz~boat:,node,32802,31254,7,
yalahar|loot.oiriz~boat:,stand,32802,31255,7,
yalahar|loot.oiriz~boat:,node,32806,31259,6,
yalahar|loot.oiriz~boat:,node,32811,31265,6,
yalahar|loot.oiriz~boat:,node,32813,31272,6,
yalahar|loot.oiriz~boat:,door,32817,31275,6,
yalahar|loot.oiriz~boat:,ladder,32815,31277,6,
yalahar|loot.oiriz~boat:,stand,32815,31278,5,

# --- yalahar|temple~boat: (13 waypoints) ---
yalahar|temple~boat:,node,32785,31270,7,
yalahar|temple~boat:,stand,32784,31269,7,
yalahar|temple~boat:,node,32782,31265,6,
yalahar|temple~boat:,node,32782,31260,6,
yalahar|temple~boat:,node,32788,31259,6,
yalahar|temple~boat:,node,32794,31259,6,
yalahar|temple~boat:,node,32800,31259,6,
yalahar|temple~boat:,node,32806,31259,6,
yalahar|temple~boat:,node,32811,31265,6,
yalahar|temple~boat:,node,32813,31272,6,
yalahar|temple~boat:,door,32817,31275,6,
yalahar|temple~boat:,ladder,32815,31277,6,
yalahar|temple~boat:,stand,32815,31278,5,

# --- yalahar|trainers~boat: (15 waypoints) ---
yalahar|trainers~boat:,node,32779,31248,5,
yalahar|trainers~boat:,stand,32777,31247,5,
yalahar|trainers~boat:,node,32783,31249,6,
yalahar|trainers~boat:,stand,32786,31248,6,
yalahar|trainers~boat:,node,32790,31249,7,
yalahar|trainers~boat:,node,32795,31249,7,
yalahar|trainers~boat:,node,32800,31250,7,
yalahar|trainers~boat:,node,32802,31254,7,
yalahar|trainers~boat:,stand,32802,31255,7,
yalahar|trainers~boat:,node,32806,31259,6,
yalahar|trainers~boat:,node,32811,31265,6,
yalahar|trainers~boat:,node,32813,31272,6,
yalahar|trainers~boat:,door,32817,31275,6,
yalahar|trainers~boat:,ladder,32815,31277,6,
yalahar|trainers~boat:,stand,32815,31278,5,

# --- yalahar|boat~bank: (1 waypoints) ---
yalahar|boat~bank:,stand,32815,31277,5,

# --- yalahar|bank~bank: (2 waypoints) ---
yalahar|bank~bank:,node,32824,31249,7,
yalahar|bank~bank:,stand,32824,31249,7,

# --- yalahar|depot~bank: (14 waypoints) ---
yalahar|depot~bank:,node,32798,31247,7,
yalahar|depot~bank:,stand,32797,31246,7,
yalahar|depot~bank:,node,32778,31248,5,
yalahar|depot~bank:,stand,32777,31247,5,
yalahar|depot~bank:,node,32796,31246,6,
yalahar|depot~bank:,stand,32797,31246,6,
yalahar|depot~bank:,node,32803,31250,7,
yalahar|depot~bank:,node,32809,31254,7,
yalahar|depot~bank:,node,32817,31254,7,
yalahar|depot~bank:,node,32824,31254,7,
yalahar|depot~bank:,node,32830,31253,7,
yalahar|depot~bank:,node,32829,31249,7,
yalahar|depot~bank:,node,32824,31249,7,
yalahar|depot~bank:,stand,32824,31249,7,

# --- yalahar|ammo~bank: (15 waypoints) ---
yalahar|ammo~bank:,stand,32789,31239,3,
yalahar|ammo~bank:,stand,32790,31239,4,
yalahar|ammo~bank:,stand,32789,31239,5,
yalahar|ammo~bank:,stand,32790,31239,6,
yalahar|ammo~bank:,node,32790,31233,7,
yalahar|ammo~bank:,node,32798,31233,7,
yalahar|ammo~bank:,node,32806,31233,7,
yalahar|ammo~bank:,node,32814,31233,7,
yalahar|ammo~bank:,node,32822,31233,7,
yalahar|ammo~bank:,node,32829,31234,7,
yalahar|ammo~bank:,node,32831,31239,7,
yalahar|ammo~bank:,node,32831,31244,7,
yalahar|ammo~bank:,node,32829,31248,7,
yalahar|ammo~bank:,node,32824,31249,7,
yalahar|ammo~bank:,stand,32824,31249,7,

# --- yalahar|runes~bank: (13 waypoints) ---
yalahar|runes~bank:,stand,32789,31239,5,
yalahar|runes~bank:,stand,32790,31239,6,
yalahar|runes~bank:,node,32790,31233,7,
yalahar|runes~bank:,node,32798,31233,7,
yalahar|runes~bank:,node,32806,31233,7,
yalahar|runes~bank:,node,32814,31233,7,
yalahar|runes~bank:,node,32822,31233,7,
yalahar|runes~bank:,node,32829,31234,7,
yalahar|runes~bank:,node,32831,31239,7,
yalahar|runes~bank:,node,32831,31244,7,
yalahar|runes~bank:,node,32829,31248,7,
yalahar|runes~bank:,node,32824,31249,7,
yalahar|runes~bank:,stand,32824,31249,7,

# --- yalahar|potions~bank: (13 waypoints) ---
yalahar|potions~bank:,stand,32789,31239,5,
yalahar|potions~bank:,stand,32790,31239,6,
yalahar|potions~bank:,node,32790,31233,7,
yalahar|potions~bank:,node,32798,31233,7,
yalahar|potions~bank:,node,32806,31233,7,
yalahar|potions~bank:,node,32814,31233,7,
yalahar|potions~bank:,node,32822,31233,7,
yalahar|potions~bank:,node,32829,31234,7,
yalahar|potions~bank:,node,32831,31239,7,
yalahar|potions~bank:,node,32831,31244,7,
yalahar|potions~bank:,node,32829,31248,7,
yalahar|potions~bank:,node,32824,31249,7,
yalahar|potions~bank:,stand,32824,31249,7,

# --- yalahar|food~bank: (11 waypoints) ---
yalahar|food~bank:,node,32859,31210,7,
yalahar|food~bank:,node,32858,31217,7,
yalahar|food~bank:,node,32857,31224,7,
yalahar|food~bank:,node,32855,31230,7,
yalahar|food~bank:,node,32852,31236,7,
yalahar|food~bank:,node,32848,31242,7,
yalahar|food~bank:,node,32843,31247,7,
yalahar|food~bank:,node,32836,31249,7,
yalahar|food~bank:,node,32829,31249,7,
yalahar|food~bank:,node,32824,31249,7,
yalahar|food~bank:,stand,32824,31249,7,

# --- yalahar|loot.morpel~bank: (5 waypoints) ---
yalahar|loot.morpel~bank:,node,32830,31240,7,
yalahar|loot.morpel~bank:,node,32831,31244,7,
yalahar|loot.morpel~bank:,node,32829,31248,7,
yalahar|loot.morpel~bank:,node,32824,31249,7,
yalahar|loot.morpel~bank:,stand,32824,31249,7,

# --- yalahar|loot.oiriz~bank: (11 waypoints) ---
yalahar|loot.oiriz~bank:,node,32790,31233,7,
yalahar|loot.oiriz~bank:,node,32798,31233,7,
yalahar|loot.oiriz~bank:,node,32806,31233,7,
yalahar|loot.oiriz~bank:,node,32814,31233,7,
yalahar|loot.oiriz~bank:,node,32822,31233,7,
yalahar|loot.oiriz~bank:,node,32829,31234,7,
yalahar|loot.oiriz~bank:,node,32831,31239,7,
yalahar|loot.oiriz~bank:,node,32831,31244,7,
yalahar|loot.oiriz~bank:,node,32829,31248,7,
yalahar|loot.oiriz~bank:,node,32824,31249,7,
yalahar|loot.oiriz~bank:,stand,32824,31249,7,

# --- yalahar|temple~bank: (14 waypoints) ---
yalahar|temple~bank:,node,32785,31270,7,
yalahar|temple~bank:,stand,32784,31269,7,
yalahar|temple~bank:,node,32782,31262,6,
yalahar|temple~bank:,node,32788,31259,6,
yalahar|temple~bank:,node,32796,31259,6,
yalahar|temple~bank:,node,32803,31257,6,
yalahar|temple~bank:,stand,32803,31256,6,
yalahar|temple~bank:,node,32809,31254,7,
yalahar|temple~bank:,node,32817,31254,7,
yalahar|temple~bank:,node,32824,31254,7,
yalahar|temple~bank:,node,32830,31253,7,
yalahar|temple~bank:,node,32829,31249,7,
yalahar|temple~bank:,node,32824,31249,7,
yalahar|temple~bank:,stand,32824,31249,7,

# --- yalahar|trainers~bank: (14 waypoints) ---
yalahar|trainers~bank:,node,32779,31248,5,
yalahar|trainers~bank:,stand,32777,31247,5,
yalahar|trainers~bank:,node,32785,31249,6,
yalahar|trainers~bank:,stand,32786,31248,6,
yalahar|trainers~bank:,node,32792,31249,7,
yalahar|trainers~bank:,node,32798,31249,7,
yalahar|trainers~bank:,node,32803,31250,7,
yalahar|trainers~bank:,node,32809,31254,7,
yalahar|trainers~bank:,node,32817,31254,7,
yalahar|trainers~bank:,node,32824,31254,7,
yalahar|trainers~bank:,node,32830,31253,7,
yalahar|trainers~bank:,node,32829,31249,7,
yalahar|trainers~bank:,node,32824,31249,7,
yalahar|trainers~bank:,stand,32824,31249,7,

# --- yalahar|boat~depot: (9 waypoints) ---
yalahar|boat~depot:,node,32811,31269,6,
yalahar|boat~depot:,node,32811,31263,6,
yalahar|boat~depot:,node,32808,31259,6,
yalahar|boat~depot:,node,32803,31257,6,
yalahar|boat~depot:,stand,32802,31256,6,
yalahar|boat~depot:,node,32801,31251,7,
yalahar|boat~depot:,node,32798,31247,7,
yalahar|boat~depot:,node,32797,31248,7,
yalahar|boat~depot:,node,32791,31247,7,

# --- yalahar|boat~ammo: (17 waypoints) ---
yalahar|boat~ammo:,node,32811,31269,6,
yalahar|boat~ammo:,node,32811,31263,6,
yalahar|boat~ammo:,node,32808,31259,6,
yalahar|boat~ammo:,node,32803,31257,6,
yalahar|boat~ammo:,stand,32802,31256,6,
yalahar|boat~ammo:,node,32802,31251,7,
yalahar|boat~ammo:,node,32802,31244,7,
yalahar|boat~ammo:,node,32801,31236,7,
yalahar|boat~ammo:,node,32798,31233,7,
yalahar|boat~ammo:,node,32790,31233,7,
yalahar|boat~ammo:,node,32790,31238,7,
yalahar|boat~ammo:,stand,32790,31239,7,
yalahar|boat~ammo:,stand,32789,31239,6,
yalahar|boat~ammo:,stand,32790,31239,5,
yalahar|boat~ammo:,stand,32789,31239,4,
yalahar|boat~ammo:,node,32789,31238,3,
yalahar|boat~ammo:,stand,32789,31238,3,

# --- yalahar|boat~runes: (14 waypoints) ---
yalahar|boat~runes:,node,32811,31269,6,
yalahar|boat~runes:,node,32811,31263,6,
yalahar|boat~runes:,node,32808,31259,6,
yalahar|boat~runes:,node,32803,31257,6,
yalahar|boat~runes:,stand,32802,31256,6,
yalahar|boat~runes:,node,32802,31251,7,
yalahar|boat~runes:,node,32802,31244,7,
yalahar|boat~runes:,node,32801,31236,7,
yalahar|boat~runes:,node,32798,31233,7,
yalahar|boat~runes:,node,32790,31233,7,
yalahar|boat~runes:,node,32790,31238,7,
yalahar|boat~runes:,stand,32790,31239,7,
yalahar|boat~runes:,stand,32789,31239,6,
yalahar|boat~runes:,stand,32789,31238,5,

# --- yalahar|boat~potions: (14 waypoints) ---
yalahar|boat~potions:,node,32811,31269,6,
yalahar|boat~potions:,node,32811,31263,6,
yalahar|boat~potions:,node,32808,31259,6,
yalahar|boat~potions:,node,32803,31257,6,
yalahar|boat~potions:,stand,32802,31256,6,
yalahar|boat~potions:,node,32802,31251,7,
yalahar|boat~potions:,node,32802,31244,7,
yalahar|boat~potions:,node,32801,31236,7,
yalahar|boat~potions:,node,32798,31233,7,
yalahar|boat~potions:,node,32790,31233,7,
yalahar|boat~potions:,node,32790,31238,7,
yalahar|boat~potions:,stand,32790,31239,7,
yalahar|boat~potions:,stand,32789,31239,6,
yalahar|boat~potions:,stand,32789,31238,5,

# --- yalahar|boat~food: (19 waypoints) ---
yalahar|boat~food:,node,32811,31269,6,
yalahar|boat~food:,node,32811,31263,6,
yalahar|boat~food:,node,32808,31259,6,
yalahar|boat~food:,node,32803,31257,6,
yalahar|boat~food:,stand,32803,31256,6,
yalahar|boat~food:,node,32810,31254,7,
yalahar|boat~food:,node,32817,31254,7,
yalahar|boat~food:,node,32825,31254,7,
yalahar|boat~food:,node,32833,31254,7,
yalahar|boat~food:,node,32838,31252,7,
yalahar|boat~food:,node,32843,31248,7,
yalahar|boat~food:,node,32847,31243,7,
yalahar|boat~food:,node,32852,31237,7,
yalahar|boat~food:,node,32855,31232,7,
yalahar|boat~food:,node,32857,31225,7,
yalahar|boat~food:,node,32858,31218,7,
yalahar|boat~food:,node,32858,31211,7,
yalahar|boat~food:,node,32854,31209,7,
yalahar|boat~food:,stand,32854,31209,7,

# --- yalahar|boat~loot.morpel: (14 waypoints) ---
yalahar|boat~loot.morpel:,node,32811,31269,6,
yalahar|boat~loot.morpel:,node,32811,31263,6,
yalahar|boat~loot.morpel:,node,32808,31259,6,
yalahar|boat~loot.morpel:,node,32803,31257,6,
yalahar|boat~loot.morpel:,stand,32803,31256,6,
yalahar|boat~loot.morpel:,node,32803,31251,7,
yalahar|boat~loot.morpel:,node,32803,31242,7,
yalahar|boat~loot.morpel:,node,32803,31233,7,
yalahar|boat~loot.morpel:,node,32811,31233,7,
yalahar|boat~loot.morpel:,node,32819,31233,7,
yalahar|boat~loot.morpel:,node,32826,31233,7,
yalahar|boat~loot.morpel:,node,32830,31237,7,
yalahar|boat~loot.morpel:,node,32824,31239,7,
yalahar|boat~loot.morpel:,stand,32824,31239,7,

# --- yalahar|boat~loot.oiriz: (12 waypoints) ---
yalahar|boat~loot.oiriz:,node,32811,31269,6,
yalahar|boat~loot.oiriz:,node,32811,31263,6,
yalahar|boat~loot.oiriz:,node,32808,31259,6,
yalahar|boat~loot.oiriz:,node,32803,31257,6,
yalahar|boat~loot.oiriz:,stand,32802,31256,6,
yalahar|boat~loot.oiriz:,node,32802,31251,7,
yalahar|boat~loot.oiriz:,node,32802,31244,7,
yalahar|boat~loot.oiriz:,node,32801,31236,7,
yalahar|boat~loot.oiriz:,node,32798,31233,7,
yalahar|boat~loot.oiriz:,node,32790,31233,7,
yalahar|boat~loot.oiriz:,node,32789,31237,7,
yalahar|boat~loot.oiriz:,stand,32789,31237,7,

# --- yalahar|boat~temple: (11 waypoints) ---
yalahar|boat~temple:,node,32811,31269,6,
yalahar|boat~temple:,node,32811,31263,6,
yalahar|boat~temple:,node,32808,31259,6,
yalahar|boat~temple:,node,32801,31259,6,
yalahar|boat~temple:,node,32794,31259,6,
yalahar|boat~temple:,node,32786,31259,6,
yalahar|boat~temple:,node,32782,31263,6,
yalahar|boat~temple:,node,32783,31268,6,
yalahar|boat~temple:,stand,32784,31269,6,
yalahar|boat~temple:,node,32787,31276,7,
yalahar|boat~temple:,stand,32787,31276,7,

# --- yalahar|boat~trainers: (16 waypoints) ---
yalahar|boat~trainers:,node,32811,31269,6,
yalahar|boat~trainers:,node,32811,31263,6,
yalahar|boat~trainers:,node,32808,31259,6,
yalahar|boat~trainers:,node,32802,31257,6,
yalahar|boat~trainers:,stand,32801,31256,6,
yalahar|boat~trainers:,node,32800,31251,7,
yalahar|boat~trainers:,node,32797,31249,7,
yalahar|boat~trainers:,node,32792,31249,7,
yalahar|boat~trainers:,node,32787,31249,7,
yalahar|boat~trainers:,stand,32786,31248,7,
yalahar|boat~trainers:,node,32782,31247,6,
yalahar|boat~trainers:,node,32778,31247,6,
yalahar|boat~trainers:,stand,32777,31247,6,
yalahar|boat~trainers:,node,32781,31248,5,
yalahar|boat~trainers:,node,32786,31250,5,
yalahar|boat~trainers:,stand,32786,31250,5,

# --- depot|yalahar|1: (1 waypoints) ---
depot|yalahar|1:,node,32782,31247,6,

# --- depot|yalahar|2: (1 waypoints) ---
depot|yalahar|2:,node,32790,31247,6,

# --- yalahar|bank~depot: (9 waypoints) ---
yalahar|bank~depot:,node,32830,31249,7,
yalahar|bank~depot:,node,32830,31254,7,
yalahar|bank~depot:,node,32823,31254,7,
yalahar|bank~depot:,node,32816,31254,7,
yalahar|bank~depot:,node,32809,31254,7,
yalahar|bank~depot:,node,32802,31251,7,
yalahar|bank~depot:,node,32798,31247,7,
yalahar|bank~depot:,node,32797,31248,7,
yalahar|bank~depot:,node,32791,31247,7,

# --- yalahar|bank~ammo: (15 waypoints) ---
yalahar|bank~ammo:,node,32830,31248,7,
yalahar|bank~ammo:,node,32830,31243,7,
yalahar|bank~ammo:,node,32830,31237,7,
yalahar|bank~ammo:,node,32827,31233,7,
yalahar|bank~ammo:,node,32817,31233,7,
yalahar|bank~ammo:,node,32808,31233,7,
yalahar|bank~ammo:,node,32799,31233,7,
yalahar|bank~ammo:,node,32790,31233,7,
yalahar|bank~ammo:,node,32790,31238,7,
yalahar|bank~ammo:,stand,32790,31239,7,
yalahar|bank~ammo:,stand,32789,31239,6,
yalahar|bank~ammo:,stand,32790,31239,5,
yalahar|bank~ammo:,stand,32789,31239,4,
yalahar|bank~ammo:,node,32789,31238,3,
yalahar|bank~ammo:,stand,32789,31238,3,

# --- yalahar|bank~runes: (12 waypoints) ---
yalahar|bank~runes:,node,32830,31248,7,
yalahar|bank~runes:,node,32830,31243,7,
yalahar|bank~runes:,node,32830,31237,7,
yalahar|bank~runes:,node,32827,31233,7,
yalahar|bank~runes:,node,32817,31233,7,
yalahar|bank~runes:,node,32808,31233,7,
yalahar|bank~runes:,node,32799,31233,7,
yalahar|bank~runes:,node,32790,31233,7,
yalahar|bank~runes:,node,32790,31238,7,
yalahar|bank~runes:,stand,32790,31239,7,
yalahar|bank~runes:,stand,32789,31239,6,
yalahar|bank~runes:,stand,32789,31238,5,

# --- yalahar|bank~potions: (12 waypoints) ---
yalahar|bank~potions:,node,32830,31248,7,
yalahar|bank~potions:,node,32830,31243,7,
yalahar|bank~potions:,node,32830,31237,7,
yalahar|bank~potions:,node,32827,31233,7,
yalahar|bank~potions:,node,32817,31233,7,
yalahar|bank~potions:,node,32808,31233,7,
yalahar|bank~potions:,node,32799,31233,7,
yalahar|bank~potions:,node,32790,31233,7,
yalahar|bank~potions:,node,32790,31238,7,
yalahar|bank~potions:,stand,32790,31239,7,
yalahar|bank~potions:,stand,32789,31239,6,
yalahar|bank~potions:,stand,32789,31238,5,

# --- yalahar|bank~food: (10 waypoints) ---
yalahar|bank~food:,node,32830,31249,7,
yalahar|bank~food:,node,32838,31249,7,
yalahar|bank~food:,node,32844,31246,7,
yalahar|bank~food:,node,32849,31240,7,
yalahar|bank~food:,node,32853,31234,7,
yalahar|bank~food:,node,32856,31228,7,
yalahar|bank~food:,node,32858,31220,7,
yalahar|bank~food:,node,32858,31212,7,
yalahar|bank~food:,node,32854,31209,7,
yalahar|bank~food:,stand,32854,31209,7,

# --- yalahar|bank~loot.morpel: (4 waypoints) ---
yalahar|bank~loot.morpel:,node,32830,31248,7,
yalahar|bank~loot.morpel:,node,32830,31243,7,
yalahar|bank~loot.morpel:,node,32824,31239,7,
yalahar|bank~loot.morpel:,stand,32824,31239,7,

# --- yalahar|bank~loot.oiriz: (10 waypoints) ---
yalahar|bank~loot.oiriz:,node,32830,31248,7,
yalahar|bank~loot.oiriz:,node,32830,31243,7,
yalahar|bank~loot.oiriz:,node,32830,31237,7,
yalahar|bank~loot.oiriz:,node,32827,31233,7,
yalahar|bank~loot.oiriz:,node,32817,31233,7,
yalahar|bank~loot.oiriz:,node,32808,31233,7,
yalahar|bank~loot.oiriz:,node,32799,31233,7,
yalahar|bank~loot.oiriz:,node,32790,31233,7,
yalahar|bank~loot.oiriz:,node,32789,31237,7,
yalahar|bank~loot.oiriz:,stand,32789,31237,7,

# --- yalahar|bank~temple: (14 waypoints) ---
yalahar|bank~temple:,node,32830,31249,7,
yalahar|bank~temple:,node,32830,31254,7,
yalahar|bank~temple:,node,32823,31254,7,
yalahar|bank~temple:,node,32816,31254,7,
yalahar|bank~temple:,node,32809,31254,7,
yalahar|bank~temple:,node,32804,31255,7,
yalahar|bank~temple:,stand,32803,31255,7,
yalahar|bank~temple:,node,32799,31259,6,
yalahar|bank~temple:,node,32788,31259,6,
yalahar|bank~temple:,node,32782,31262,6,
yalahar|bank~temple:,node,32783,31268,6,
yalahar|bank~temple:,stand,32784,31269,6,
yalahar|bank~temple:,node,32787,31275,7,
yalahar|bank~temple:,stand,32787,31275,7,

# --- yalahar|bank~trainers: (16 waypoints) ---
yalahar|bank~trainers:,node,32830,31249,7,
yalahar|bank~trainers:,node,32830,31254,7,
yalahar|bank~trainers:,node,32823,31254,7,
yalahar|bank~trainers:,node,32816,31254,7,
yalahar|bank~trainers:,node,32809,31254,7,
yalahar|bank~trainers:,node,32802,31251,7,
yalahar|bank~trainers:,node,32796,31249,7,
yalahar|bank~trainers:,node,32791,31249,7,
yalahar|bank~trainers:,node,32787,31249,7,
yalahar|bank~trainers:,stand,32786,31248,7,
yalahar|bank~trainers:,node,32782,31247,6,
yalahar|bank~trainers:,node,32778,31247,6,
yalahar|bank~trainers:,stand,32777,31247,6,
yalahar|bank~trainers:,node,32782,31248,5,
yalahar|bank~trainers:,node,32786,31250,5,
yalahar|bank~trainers:,stand,32786,31250,5,

# --- yalahar|depot~depot: (4 waypoints) ---
yalahar|depot~depot:,node,32798,31247,7,
yalahar|depot~depot:,stand,32797,31246,7,
yalahar|depot~depot:,node,32778,31248,5,
yalahar|depot~depot:,stand,32777,31247,5,

# --- yalahar|depot~ammo: (16 waypoints) ---
yalahar|depot~ammo:,node,32798,31247,7,
yalahar|depot~ammo:,stand,32797,31246,7,
yalahar|depot~ammo:,node,32778,31248,5,
yalahar|depot~ammo:,stand,32777,31247,5,
yalahar|depot~ammo:,node,32796,31246,6,
yalahar|depot~ammo:,stand,32797,31246,6,
yalahar|depot~ammo:,node,32800,31243,7,
yalahar|depot~ammo:,node,32800,31234,7,
