source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- darashia|west.exit~boat: (20 waypoints) ---
darashia|bank~boat:,node,33287,32470,7,
darashia|bank~boat:,node,33293,32473,7,
darashia|bank~boat:,ladder,33293,32473,7,
darashia|bank~boat:,node,33290,32475,6,
darashia|bank~boat:,node,33289,32481,6,
darashia|bank~boat:,stand,33289,32481,6,

# --- darashia|runes~boat: (24 waypoints) ---
darashia|runes~boat:,node,33217,32407,7,
darashia|runes~boat:,node,33217,32414,7,
darashia|runes~boat:,node,33224,32414,7,
darashia|runes~boat:,node,33231,32415,7,
darashia|runes~boat:,node,33233,32419,7,
darashia|runes~boat:,node,33233,32425,7,
darashia|runes~boat:,node,33233,32430,7,
darashia|runes~boat:,node,33234,32435,7,
darashia|runes~boat:,node,33241,32436,7,
darashia|runes~boat:,node,33248,32436,7,
darashia|runes~boat:,node,33255,32436,7,
darashia|runes~boat:,node,33261,32438,7,
darashia|runes~boat:,node,33262,32445,7,
darashia|runes~boat:,node,33263,32451,7,
darashia|runes~boat:,node,33264,32458,7,
darashia|runes~boat:,node,33266,32465,7,
darashia|runes~boat:,node,33272,32469,7,
darashia|runes~boat:,node,33279,32469,7,
darashia|runes~boat:,node,33287,32470,7,
darashia|runes~boat:,node,33293,32473,7,
darashia|runes~boat:,ladder,33293,32473,7,
darashia|runes~boat:,node,33290,32475,6,
darashia|runes~boat:,node,33289,32481,6,
darashia|runes~boat:,stand,33289,32481,6,

# --- darashia|potions~boat: (24 waypoints) ---
darashia|potions~boat:,node,33217,32407,7,
darashia|potions~boat:,node,33217,32414,7,
darashia|potions~boat:,node,33224,32414,7,
darashia|potions~boat:,node,33231,32415,7,
darashia|potions~boat:,node,33233,32419,7,
darashia|potions~boat:,node,33233,32425,7,
darashia|potions~boat:,node,33233,32430,7,
darashia|potions~boat:,node,33234,32435,7,
darashia|potions~boat:,node,33241,32436,7,
darashia|potions~boat:,node,33248,32436,7,
darashia|potions~boat:,node,33255,32436,7,
darashia|potions~boat:,node,33261,32438,7,
darashia|potions~boat:,node,33262,32445,7,
darashia|potions~boat:,node,33263,32451,7,
darashia|potions~boat:,node,33264,32458,7,
darashia|potions~boat:,node,33266,32465,7,
darashia|potions~boat:,node,33272,32469,7,
darashia|potions~boat:,node,33279,32469,7,
darashia|potions~boat:,node,33287,32470,7,
darashia|potions~boat:,node,33293,32473,7,
darashia|potions~boat:,ladder,33293,32473,7,
darashia|potions~boat:,node,33290,32475,6,
darashia|potions~boat:,node,33289,32481,6,
darashia|potions~boat:,stand,33289,32481,6,

# --- darashia|west.exit~depot: (9 waypoints) ---
darashia|west.exit~depot:,node,33194,32431,7,
darashia|west.exit~depot:,node,33196,32437,7,
darashia|west.exit~depot:,node,33196,32444,7,
darashia|west.exit~depot:,node,33202,32448,7,
darashia|west.exit~depot:,node,33210,32448,7,
darashia|west.exit~depot:,node,33214,32454,7,
darashia|west.exit~depot:,stand,33214,32455,7,
darashia|west.exit~depot:,node,33214,32460,8,
darashia|west.exit~depot:,stand,33214,32460,8,

# --- depot|darashia|1: (1 waypoints) ---
depot|darashia|1:,node,33214,32461,8,

# --- darashia|north.exit~depot: (15 waypoints) ---
darashia|north.exit~depot:,node,33234,32384,7,
darashia|north.exit~depot:,node,33226,32386,7,
darashia|north.exit~depot:,node,33217,32387,7,
darashia|north.exit~depot:,node,33217,32395,7,
darashia|north.exit~depot:,node,33217,32403,7,
darashia|north.exit~depot:,node,33217,32411,7,
darashia|north.exit~depot:,node,33217,32419,7,
darashia|north.exit~depot:,node,33219,32427,7,
darashia|north.exit~depot:,node,33219,32435,7,
darashia|north.exit~depot:,node,33218,32442,7,
darashia|north.exit~depot:,node,33215,32448,7,
darashia|north.exit~depot:,node,33214,32454,7,
darashia|north.exit~depot:,stand,33214,32455,7,
darashia|north.exit~depot:,node,33214,32461,8,
darashia|north.exit~depot:,stand,33214,32461,8,

# --- darashia|depot~depot: (4 waypoints) ---
darashia|depot~depot:,node,33213,32454,7,
darashia|depot~depot:,stand,33213,32455,7,
darashia|depot~depot:,node,33214,32461,8,
darashia|depot~depot:,stand,33214,32461,8,

# --- darashia|temple~depot: (10 waypoints) ---
darashia|temple~depot:,node,33215,32451,1,
darashia|temple~depot:,stand,33216,32451,1,
darashia|temple~depot:,stand,33212,32452,2,
darashia|temple~depot:,stand,33215,32453,3,
darashia|temple~depot:,stand,33212,32453,4,
darashia|temple~depot:,stand,33215,32453,5,
darashia|temple~depot:,stand,33212,32453,6,
darashia|temple~depot:,stand,33213,32455,7,
darashia|temple~depot:,node,33214,32461,8,
darashia|temple~depot:,stand,33214,32461,8,

# --- darashia|loot.azil~depot: (7 waypoints) ---
darashia|loot.azil~depot:,node,33219,32436,7,
darashia|loot.azil~depot:,node,33217,32442,7,
darashia|loot.azil~depot:,node,33215,32448,7,
darashia|loot.azil~depot:,node,33214,32454,7,
darashia|loot.azil~depot:,stand,33214,32455,7,
darashia|loot.azil~depot:,node,33214,32461,8,
darashia|loot.azil~depot:,stand,33214,32461,8,

# --- darashia|loot.habdel~depot: (7 waypoints) ---
darashia|loot.habdel~depot:,node,33219,32436,7,
darashia|loot.habdel~depot:,node,33217,32442,7,
darashia|loot.habdel~depot:,node,33215,32448,7,
darashia|loot.habdel~depot:,node,33214,32454,7,
darashia|loot.habdel~depot:,stand,33214,32455,7,
darashia|loot.habdel~depot:,node,33214,32461,8,
darashia|loot.habdel~depot:,stand,33214,32461,8,

# --- darashia|bank~depot: (14 waypoints) ---
darashia|bank~depot:,node,33217,32388,7,
darashia|bank~depot:,node,33217,32395,7,
darashia|bank~depot:,node,33217,32402,7,
darashia|bank~depot:,node,33217,32409,7,
darashia|bank~depot:,node,33217,32416,7,
darashia|bank~depot:,node,33216,32423,7,
darashia|bank~depot:,node,33216,32429,7,
darashia|bank~depot:,node,33216,32435,7,
darashia|bank~depot:,node,33217,32442,7,
darashia|bank~depot:,node,33215,32448,7,
darashia|bank~depot:,node,33214,32454,7,
darashia|bank~depot:,stand,33214,32455,7,
darashia|bank~depot:,node,33214,32461,8,
darashia|bank~depot:,stand,33214,32461,8,

# --- darashia|runes~depot: (11 waypoints) ---
darashia|runes~depot:,node,33217,32409,7,
darashia|runes~depot:,node,33217,32416,7,
darashia|runes~depot:,node,33216,32423,7,
darashia|runes~depot:,node,33216,32429,7,
darashia|runes~depot:,node,33216,32435,7,
darashia|runes~depot:,node,33217,32442,7,
darashia|runes~depot:,node,33215,32448,7,
darashia|runes~depot:,node,33214,32454,7,
darashia|runes~depot:,stand,33214,32455,7,
darashia|runes~depot:,node,33214,32461,8,
darashia|runes~depot:,stand,33214,32461,8,

# --- darashia|potions~depot: (11 waypoints) ---
darashia|potions~depot:,node,33217,32409,7,
darashia|potions~depot:,node,33217,32416,7,
darashia|potions~depot:,node,33216,32423,7,
darashia|potions~depot:,node,33216,32429,7,
darashia|potions~depot:,node,33216,32435,7,
darashia|potions~depot:,node,33217,32442,7,
darashia|potions~depot:,node,33215,32448,7,
darashia|potions~depot:,node,33214,32454,7,
darashia|potions~depot:,stand,33214,32455,7,
darashia|potions~depot:,node,33214,32461,8,
darashia|potions~depot:,stand,33214,32461,8,

# --- darashia|carpet~depot: (14 waypoints) ---
darashia|carpet~depot:,node,33266,32441,6,
darashia|carpet~depot:,stand,33265,32441,6,
darashia|carpet~depot:,node,33261,32438,7,
darashia|carpet~depot:,node,33253,32438,7,
darashia|carpet~depot:,node,33245,32438,7,
darashia|carpet~depot:,node,33237,32438,7,
darashia|carpet~depot:,node,33229,32438,7,
darashia|carpet~depot:,node,33221,32438,7,
darashia|carpet~depot:,node,33217,32442,7,
darashia|carpet~depot:,node,33215,32448,7,
darashia|carpet~depot:,node,33214,32454,7,
darashia|carpet~depot:,stand,33214,32455,7,
darashia|carpet~depot:,node,33214,32461,8,
darashia|carpet~depot:,stand,33214,32461,8,

# --- darashia|boat~depot: (20 waypoints) ---
darashia|boat~depot:,node,33290,32477,6,
darashia|boat~depot:,node,33292,32473,6,
darashia|boat~depot:,stand,33293,32473,6,
darashia|boat~depot:,node,33288,32470,7,
darashia|boat~depot:,node,33283,32469,7,
darashia|boat~depot:,node,33276,32469,7,
darashia|boat~depot:,node,33269,32469,7,
darashia|boat~depot:,node,33266,32466,7,
darashia|boat~depot:,node,33264,32460,7,
darashia|boat~depot:,node,33258,32458,7,
darashia|boat~depot:,node,33251,32458,7,
darashia|boat~depot:,node,33244,32458,7,
darashia|boat~depot:,node,33237,32458,7,
darashia|boat~depot:,node,33230,32458,7,
darashia|boat~depot:,node,33223,32458,7,
darashia|boat~depot:,node,33219,32455,7,
darashia|boat~depot:,node,33214,32454,7,
darashia|boat~depot:,stand,33214,32455,7,
darashia|boat~depot:,node,33214,32461,8,
darashia|boat~depot:,stand,33214,32461,8,

# --- darashia|ammo~depot: (8 waypoints) ---
darashia|ammo~depot:,node,33225,32431,7,
darashia|ammo~depot:,node,33219,32436,7,
darashia|ammo~depot:,node,33217,32442,7,
darashia|ammo~depot:,node,33215,32448,7,
darashia|ammo~depot:,node,33214,32454,7,
darashia|ammo~depot:,stand,33214,32455,7,
darashia|ammo~depot:,node,33214,32461,8,
darashia|ammo~depot:,stand,33214,32461,8,

# --- darashia|trainers~depot: (1 waypoints) ---
darashia|trainers~depot:,node,33239,32402,7,

# --- darashia|west.exit~bank: (9 waypoints) ---
darashia|west.exit~bank:,node,33197,32425,7,
darashia|west.exit~bank:,node,33205,32425,7,
darashia|west.exit~bank:,node,33213,32425,7,
darashia|west.exit~bank:,node,33215,32418,7,
darashia|west.exit~bank:,node,33216,32410,7,
darashia|west.exit~bank:,node,33217,32402,7,
darashia|west.exit~bank:,node,33217,32394,7,
darashia|west.exit~bank:,node,33221,32387,7,
darashia|west.exit~bank:,stand,33221,32387,7,

# --- darashia|north.exit~bank: (4 waypoints) ---
darashia|north.exit~bank:,node,33234,32384,7,
darashia|north.exit~bank:,node,33226,32386,7,
darashia|north.exit~bank:,node,33221,32387,7,
darashia|north.exit~bank:,stand,33221,32387,7,

# --- darashia|bank~bank: (2 waypoints) ---
darashia|bank~bank:,node,33221,32387,7,
darashia|bank~bank:,stand,33221,32387,7,

# --- darashia|boat~bank: (25 waypoints) ---
darashia|boat~bank:,node,33289,32478,6,
darashia|boat~bank:,node,33292,32473,6,
darashia|boat~bank:,stand,33293,32473,6,
darashia|boat~bank:,node,33289,32470,7,
darashia|boat~bank:,node,33282,32469,7,
darashia|boat~bank:,node,33274,32469,7,
darashia|boat~bank:,node,33267,32467,7,
darashia|boat~bank:,node,33265,32461,7,
darashia|boat~bank:,node,33263,32455,7,
darashia|boat~bank:,node,33262,32448,7,
darashia|boat~bank:,node,33262,32440,7,
darashia|boat~bank:,node,33257,32437,7,
darashia|boat~bank:,node,33250,32436,7,
darashia|boat~bank:,node,33243,32436,7,
darashia|boat~bank:,node,33236,32436,7,
darashia|boat~bank:,node,33229,32433,7,
darashia|boat~bank:,node,33222,32430,7,
darashia|boat~bank:,node,33217,32426,7,
darashia|boat~bank:,node,33215,32419,7,
darashia|boat~bank:,node,33215,32412,7,
darashia|boat~bank:,node,33215,32405,7,
darashia|boat~bank:,node,33215,32398,7,
darashia|boat~bank:,node,33216,32391,7,
darashia|boat~bank:,node,33221,32387,7,
darashia|boat~bank:,stand,33221,32387,7,

# --- darashia|carpet~bank: (17 waypoints) ---
darashia|carpet~bank:,node,33266,32441,6,
darashia|carpet~bank:,stand,33265,32441,6,
darashia|carpet~bank:,node,33262,32440,7,
darashia|carpet~bank:,node,33257,32437,7,
darashia|carpet~bank:,node,33250,32436,7,
darashia|carpet~bank:,node,33243,32436,7,
darashia|carpet~bank:,node,33236,32436,7,
darashia|carpet~bank:,node,33229,32433,7,
darashia|carpet~bank:,node,33222,32430,7,
darashia|carpet~bank:,node,33217,32426,7,
darashia|carpet~bank:,node,33215,32419,7,
darashia|carpet~bank:,node,33215,32412,7,
darashia|carpet~bank:,node,33215,32405,7,
darashia|carpet~bank:,node,33215,32398,7,
darashia|carpet~bank:,node,33216,32391,7,
darashia|carpet~bank:,node,33221,32387,7,
darashia|carpet~bank:,stand,33221,32387,7,

# --- darashia|depot~bank: (15 waypoints) ---
darashia|depot~bank:,node,33213,32454,7,
darashia|depot~bank:,stand,33213,32455,7,
darashia|depot~bank:,node,33214,32456,8,
darashia|depot~bank:,stand,33214,32455,8,
darashia|depot~bank:,node,33216,32449,7,
darashia|depot~bank:,node,33218,32443,7,
darashia|depot~bank:,node,33219,32435,7,
darashia|depot~bank:,node,33217,32426,7,
darashia|depot~bank:,node,33215,32419,7,
darashia|depot~bank:,node,33215,32412,7,
darashia|depot~bank:,node,33215,32405,7,
darashia|depot~bank:,node,33215,32398,7,
darashia|depot~bank:,node,33216,32391,7,
darashia|depot~bank:,node,33221,32387,7,
darashia|depot~bank:,stand,33221,32387,7,

# --- darashia|temple~bank: (18 waypoints) ---
darashia|temple~bank:,node,33215,32451,1,
darashia|temple~bank:,stand,33216,32451,1,
darashia|temple~bank:,stand,33212,32452,2,
darashia|temple~bank:,stand,33215,32453,3,
darashia|temple~bank:,stand,33212,32453,4,
darashia|temple~bank:,stand,33215,32453,5,
darashia|temple~bank:,stand,33212,32453,6,
darashia|temple~bank:,node,33216,32449,7,
darashia|temple~bank:,node,33218,32443,7,
darashia|temple~bank:,node,33219,32435,7,
darashia|temple~bank:,node,33217,32426,7,
darashia|temple~bank:,node,33215,32419,7,
darashia|temple~bank:,node,33215,32412,7,
darashia|temple~bank:,node,33215,32405,7,
darashia|temple~bank:,node,33215,32398,7,
darashia|temple~bank:,node,33216,32391,7,
darashia|temple~bank:,node,33221,32387,7,
darashia|temple~bank:,stand,33221,32387,7,

# --- darashia|loot.azil~bank: (9 waypoints) ---
darashia|loot.azil~bank:,node,33222,32430,7,
darashia|loot.azil~bank:,node,33217,32426,7,
darashia|loot.azil~bank:,node,33215,32419,7,
darashia|loot.azil~bank:,node,33215,32412,7,
darashia|loot.azil~bank:,node,33215,32405,7,
darashia|loot.azil~bank:,node,33215,32398,7,
darashia|loot.azil~bank:,node,33216,32391,7,
darashia|loot.azil~bank:,node,33221,32387,7,
darashia|loot.azil~bank:,stand,33221,32387,7,

# --- darashia|loot.habdel~bank: (9 waypoints) ---
darashia|loot.habdel~bank:,node,33222,32430,7,
darashia|loot.habdel~bank:,node,33217,32426,7,
darashia|loot.habdel~bank:,node,33215,32419,7,
darashia|loot.habdel~bank:,node,33215,32412,7,
darashia|loot.habdel~bank:,node,33215,32405,7,
darashia|loot.habdel~bank:,node,33215,32398,7,
darashia|loot.habdel~bank:,node,33216,32391,7,
darashia|loot.habdel~bank:,node,33221,32387,7,
darashia|loot.habdel~bank:,stand,33221,32387,7,

# --- darashia|ammo~bank: (9 waypoints) ---
darashia|ammo~bank:,node,33222,32430,7,
darashia|ammo~bank:,node,33217,32426,7,
darashia|ammo~bank:,node,33215,32419,7,
darashia|ammo~bank:,node,33215,32412,7,
darashia|ammo~bank:,node,33215,32405,7,
darashia|ammo~bank:,node,33215,32398,7,
darashia|ammo~bank:,node,33216,32391,7,
darashia|ammo~bank:,node,33221,32387,7,
darashia|ammo~bank:,stand,33221,32387,7,

# --- darashia|trainers~bank: (1 waypoints) ---
darashia|trainers~bank:,node,33239,32402,7,

# --- darashia|west.exit~carpet: (13 waypoints) ---
darashia|west.exit~carpet:,node,33197,32425,7,
darashia|west.exit~carpet:,node,33205,32425,7,
darashia|west.exit~carpet:,node,33213,32425,7,
darashia|west.exit~carpet:,node,33220,32428,7,
darashia|west.exit~carpet:,node,33227,32431,7,
darashia|west.exit~carpet:,node,33233,32436,7,
darashia|west.exit~carpet:,node,33242,32436,7,
darashia|west.exit~carpet:,node,33251,32436,7,
darashia|west.exit~carpet:,node,33259,32437,7,
darashia|west.exit~carpet:,node,33264,32441,7,
darashia|west.exit~carpet:,stand,33265,32441,7,
darashia|west.exit~carpet:,node,33268,32441,6,
darashia|west.exit~carpet:,stand,33268,32441,6,

# --- darashia|north.exit~carpet: (13 waypoints) ---
darashia|north.exit~carpet:,node,33244,32386,7,
darashia|north.exit~carpet:,node,33245,32394,7,
darashia|north.exit~carpet:,node,33246,32402,7,
darashia|north.exit~carpet:,node,33247,32410,7,
darashia|north.exit~carpet:,node,33250,32414,7,
darashia|north.exit~carpet:,node,33253,32418,7,
darashia|north.exit~carpet:,node,33254,32425,7,
darashia|north.exit~carpet:,node,33255,32432,7,
darashia|north.exit~carpet:,node,33260,32437,7,
darashia|north.exit~carpet:,node,33264,32441,7,
darashia|north.exit~carpet:,stand,33265,32441,7,
darashia|north.exit~carpet:,node,33269,32441,6,
darashia|north.exit~carpet:,stand,33269,32441,6,

# --- darashia|carpet~carpet: (4 waypoints) ---
darashia|carpet~carpet:,node,33265,32442,7,
darashia|carpet~carpet:,stand,33265,32441,7,
darashia|carpet~carpet:,node,33269,32441,6,
darashia|carpet~carpet:,stand,33269,32441,6,

# --- darashia|boat~carpet: (14 waypoints) ---
darashia|boat~carpet:,node,33289,32475,6,
darashia|boat~carpet:,node,33292,32473,6,
darashia|boat~carpet:,stand,33293,32473,6,
darashia|boat~carpet:,node,33288,32470,7,
darashia|boat~carpet:,node,33281,32469,7,
darashia|boat~carpet:,node,33274,32468,7,
darashia|boat~carpet:,node,33268,32466,7,
darashia|boat~carpet:,node,33266,32460,7,
darashia|boat~carpet:,node,33265,32454,7,
darashia|boat~carpet:,node,33265,32447,7,
darashia|boat~carpet:,node,33265,32442,7,
darashia|boat~carpet:,stand,33265,32441,7,
darashia|boat~carpet:,node,33269,32441,6,
darashia|boat~carpet:,stand,33269,32441,6,

# --- darashia|temple~carpet: (18 waypoints) ---
darashia|temple~carpet:,node,33215,32451,1,
darashia|temple~carpet:,stand,33216,32451,1,
darashia|temple~carpet:,stand,33212,32452,2,
darashia|temple~carpet:,stand,33215,32453,3,
darashia|temple~carpet:,stand,33212,32453,4,
darashia|temple~carpet:,stand,33215,32453,5,
darashia|temple~carpet:,stand,33212,32453,6,
darashia|temple~carpet:,node,33217,32448,7,
darashia|temple~carpet:,node,33219,32441,7,
darashia|temple~carpet:,node,33226,32438,7,
darashia|temple~carpet:,node,33234,32438,7,
darashia|temple~carpet:,node,33242,32438,7,
darashia|temple~carpet:,node,33250,32438,7,
darashia|temple~carpet:,node,33258,32438,7,
darashia|temple~carpet:,node,33264,32441,7,
darashia|temple~carpet:,stand,33265,32441,7,
darashia|temple~carpet:,node,33269,32441,6,
darashia|temple~carpet:,stand,33269,32441,6,

# --- darashia|depot~carpet: (15 waypoints) ---
darashia|depot~carpet:,node,33213,32454,7,
darashia|depot~carpet:,stand,33213,32455,7,
darashia|depot~carpet:,node,33214,32456,8,
darashia|depot~carpet:,stand,33214,32455,8,
darashia|depot~carpet:,node,33217,32448,7,
darashia|depot~carpet:,node,33219,32441,7,
darashia|depot~carpet:,node,33226,32438,7,
darashia|depot~carpet:,node,33234,32438,7,
darashia|depot~carpet:,node,33242,32438,7,
darashia|depot~carpet:,node,33250,32438,7,
darashia|depot~carpet:,node,33258,32438,7,
darashia|depot~carpet:,node,33264,32441,7,
darashia|depot~carpet:,stand,33265,32441,7,
darashia|depot~carpet:,node,33269,32441,6,
darashia|depot~carpet:,stand,33269,32441,6,

# --- darashia|loot.azil~carpet: (9 waypoints) ---
darashia|loot.azil~carpet:,node,33226,32437,7,
darashia|loot.azil~carpet:,node,33234,32438,7,
darashia|loot.azil~carpet:,node,33242,32438,7,
darashia|loot.azil~carpet:,node,33250,32438,7,
darashia|loot.azil~carpet:,node,33258,32438,7,
darashia|loot.azil~carpet:,node,33264,32441,7,
