source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- edron|towers~boat: (24 waypoints) ---
edron|bridge~boat:,node,33201,31794,7,
edron|bridge~boat:,node,33196,31790,7,
edron|bridge~boat:,node,33191,31787,7,
edron|bridge~boat:,node,33191,31778,7,
edron|bridge~boat:,node,33182,31777,7,
edron|bridge~boat:,node,33175,31775,7,
edron|bridge~boat:,ladder,33175,31775,7,
edron|bridge~boat:,node,33176,31770,6,
edron|bridge~boat:,node,33176,31764,6,
edron|bridge~boat:,stand,33176,31764,6,

# --- edron|runes~boat: (23 waypoints) ---
edron|runes~boat:,stand,33255,31842,3,
edron|runes~boat:,stand,33257,31842,4,
edron|runes~boat:,stand,33258,31840,5,
edron|runes~boat:,node,33248,31841,6,
edron|runes~boat:,stand,33247,31841,6,
edron|runes~boat:,node,33235,31841,7,
edron|runes~boat:,node,33218,31841,7,
edron|runes~boat:,node,33212,31844,7,
edron|runes~boat:,node,33202,31844,7,
edron|runes~boat:,node,33196,31840,7,
edron|runes~boat:,node,33192,31833,7,
edron|runes~boat:,node,33192,31821,7,
edron|runes~boat:,node,33200,31816,7,
edron|runes~boat:,node,33200,31806,7,
edron|runes~boat:,node,33200,31796,7,
edron|runes~boat:,node,33194,31790,7,
edron|runes~boat:,node,33191,31782,7,
edron|runes~boat:,node,33185,31777,7,
edron|runes~boat:,node,33175,31775,7,
edron|runes~boat:,ladder,33175,31775,7,
edron|runes~boat:,node,33176,31770,6,
edron|runes~boat:,node,33176,31764,6,
edron|runes~boat:,stand,33176,31764,6,

# --- edron|food~boat: (21 waypoints) ---
edron|food~boat:,stand,33258,31840,5,
edron|food~boat:,node,33248,31841,6,
edron|food~boat:,stand,33247,31841,6,
edron|food~boat:,node,33235,31841,7,
edron|food~boat:,node,33218,31841,7,
edron|food~boat:,node,33212,31844,7,
edron|food~boat:,node,33202,31844,7,
edron|food~boat:,node,33196,31840,7,
edron|food~boat:,node,33192,31833,7,
edron|food~boat:,node,33192,31821,7,
edron|food~boat:,node,33200,31816,7,
edron|food~boat:,node,33200,31806,7,
edron|food~boat:,node,33200,31796,7,
edron|food~boat:,node,33194,31790,7,
edron|food~boat:,node,33191,31782,7,
edron|food~boat:,node,33185,31777,7,
edron|food~boat:,node,33175,31775,7,
edron|food~boat:,ladder,33175,31775,7,
edron|food~boat:,node,33176,31770,6,
edron|food~boat:,node,33176,31764,6,
edron|food~boat:,stand,33176,31764,6,

# --- edron|potions~boat: (21 waypoints) ---
edron|potions~boat:,stand,33255,31838,7,
edron|potions~boat:,node,33248,31841,6,
edron|potions~boat:,stand,33247,31841,6,
edron|potions~boat:,node,33235,31841,7,
edron|potions~boat:,node,33218,31841,7,
edron|potions~boat:,node,33212,31844,7,
edron|potions~boat:,node,33202,31844,7,
edron|potions~boat:,node,33196,31840,7,
edron|potions~boat:,node,33192,31833,7,
edron|potions~boat:,node,33192,31821,7,
edron|potions~boat:,node,33200,31816,7,
edron|potions~boat:,node,33200,31806,7,
edron|potions~boat:,node,33200,31796,7,
edron|potions~boat:,node,33194,31790,7,
edron|potions~boat:,node,33191,31782,7,
edron|potions~boat:,node,33185,31777,7,
edron|potions~boat:,node,33175,31775,7,
edron|potions~boat:,ladder,33175,31775,7,
edron|potions~boat:,node,33176,31770,6,
edron|potions~boat:,node,33176,31764,6,
edron|potions~boat:,stand,33176,31764,6,

# --- edron|carpet~boat: (18 waypoints) ---
edron|carpet~boat:,node,33189,31784,3,
edron|carpet~boat:,stand,33189,31785,3,
edron|carpet~boat:,node,33192,31782,4,
edron|carpet~boat:,stand,33192,31781,4,
edron|carpet~boat:,node,33195,31784,5,
edron|carpet~boat:,stand,33195,31785,5,
edron|carpet~boat:,node,33202,31783,6,
edron|carpet~boat:,node,33208,31788,6,
edron|carpet~boat:,stand,33208,31789,6,
edron|carpet~boat:,node,33200,31789,7,
edron|carpet~boat:,node,33192,31789,7,
edron|carpet~boat:,node,33190,31779,7,
edron|carpet~boat:,node,33182,31777,7,
edron|carpet~boat:,node,33175,31775,7,
edron|carpet~boat:,ladder,33175,31775,7,
edron|carpet~boat:,node,33176,31769,6,
edron|carpet~boat:,node,33176,31764,6,
edron|carpet~boat:,stand,33176,31764,6,

# --- edron|towers~bank: (18 waypoints) ---
edron|towers~bank:,stand,33255,31838,7,
edron|towers~bank:,node,33248,31841,6,
edron|towers~bank:,stand,33247,31841,6,
edron|towers~bank:,node,33239,31841,7,
edron|towers~bank:,node,33230,31841,7,
edron|towers~bank:,node,33221,31841,7,
edron|towers~bank:,node,33213,31842,7,
edron|towers~bank:,node,33204,31843,7,
edron|towers~bank:,node,33197,31840,7,
edron|towers~bank:,node,33193,31836,7,
edron|towers~bank:,node,33191,31829,7,
edron|towers~bank:,node,33190,31821,7,
edron|towers~bank:,node,33182,31819,7,
edron|towers~bank:,node,33174,31817,7,
edron|towers~bank:,node,33171,31812,7,
edron|towers~bank:,node,33171,31808,7,
edron|towers~bank:,node,33173,31803,7,
edron|towers~bank:,stand,33173,31803,7,

# --- edron|bank~bank: (2 waypoints) ---
edron|bank~bank:,node,33173,31803,7,
edron|bank~bank:,stand,33173,31803,7,

# --- edron|depot~bank: (7 waypoints) ---
edron|depot~bank:,stand,33166,31808,10,
edron|depot~bank:,stand,33167,31808,9,
edron|depot~bank:,node,33166,31812,8,
edron|depot~bank:,stand,33167,31812,8,
edron|depot~bank:,node,33169,31808,7,
edron|depot~bank:,node,33173,31803,7,
edron|depot~bank:,stand,33173,31803,7,

# --- edron|boat~bank: (18 waypoints) ---
edron|boat~bank:,node,33175,31774,6,
edron|boat~bank:,stand,33175,31775,6,
edron|boat~bank:,node,33184,31777,7,
edron|boat~bank:,node,33191,31780,7,
edron|boat~bank:,node,33191,31789,7,
edron|boat~bank:,node,33199,31791,7,
edron|boat~bank:,node,33202,31796,7,
edron|boat~bank:,node,33202,31803,7,
edron|boat~bank:,node,33202,31810,7,
edron|boat~bank:,node,33202,31817,7,
edron|boat~bank:,node,33197,31819,7,
edron|boat~bank:,node,33189,31819,7,
edron|boat~bank:,node,33182,31819,7,
edron|boat~bank:,node,33176,31818,7,
edron|boat~bank:,node,33172,31816,7,
edron|boat~bank:,node,33172,31808,7,
edron|boat~bank:,node,33173,31803,7,
edron|boat~bank:,stand,33173,31803,7,

# --- edron|trainers~bank: (13 waypoints) ---
edron|trainers~bank:,node,33187,31790,7,
edron|trainers~bank:,node,33196,31790,7,
edron|trainers~bank:,node,33202,31794,7,
edron|trainers~bank:,node,33202,31801,7,
edron|trainers~bank:,node,33202,31808,7,
edron|trainers~bank:,node,33202,31816,7,
edron|trainers~bank:,node,33197,31819,7,
edron|trainers~bank:,node,33189,31819,7,
edron|trainers~bank:,node,33181,31819,7,
edron|trainers~bank:,node,33172,31816,7,
edron|trainers~bank:,node,33172,31808,7,
edron|trainers~bank:,node,33173,31803,7,
edron|trainers~bank:,stand,33173,31803,7,

# --- edron|carpet~bank: (21 waypoints) ---
edron|carpet~bank:,stand,33189,31785,3,
edron|carpet~bank:,node,33191,31782,4,
edron|carpet~bank:,stand,33191,31781,4,
edron|carpet~bank:,node,33194,31785,5,
edron|carpet~bank:,stand,33195,31785,5,
edron|carpet~bank:,node,33198,31782,6,
edron|carpet~bank:,node,33210,31783,6,
edron|carpet~bank:,node,33209,31788,6,
edron|carpet~bank:,stand,33209,31789,6,
edron|carpet~bank:,node,33203,31791,7,
edron|carpet~bank:,node,33203,31798,7,
edron|carpet~bank:,node,33203,31805,7,
edron|carpet~bank:,node,33203,31812,7,
edron|carpet~bank:,node,33199,31818,7,
edron|carpet~bank:,node,33191,31818,7,
edron|carpet~bank:,node,33183,31818,7,
edron|carpet~bank:,node,33176,31818,7,
edron|carpet~bank:,node,33172,31816,7,
edron|carpet~bank:,node,33171,31808,7,
edron|carpet~bank:,node,33173,31803,7,
edron|carpet~bank:,stand,33173,31803,7,

# --- edron|loot~bank: (12 waypoints) ---
edron|loot~bank:,node,33209,31799,6,
edron|loot~bank:,node,33209,31805,6,
edron|loot~bank:,node,33209,31811,6,
edron|loot~bank:,node,33209,31817,6,
edron|loot~bank:,stand,33209,31818,6,
edron|loot~bank:,node,33198,31819,7,
edron|loot~bank:,node,33185,31819,7,
edron|loot~bank:,node,33176,31818,7,
edron|loot~bank:,node,33172,31816,7,
edron|loot~bank:,node,33172,31808,7,
edron|loot~bank:,node,33173,31803,7,
edron|loot~bank:,stand,33173,31803,7,

# --- edron|ammo~bank: (12 waypoints) ---
edron|ammo~bank:,node,33209,31799,6,
edron|ammo~bank:,node,33209,31805,6,
edron|ammo~bank:,node,33209,31811,6,
edron|ammo~bank:,node,33209,31817,6,
edron|ammo~bank:,stand,33209,31818,6,
edron|ammo~bank:,node,33198,31819,7,
edron|ammo~bank:,node,33185,31819,7,
edron|ammo~bank:,node,33176,31818,7,
edron|ammo~bank:,node,33172,31816,7,
edron|ammo~bank:,node,33172,31808,7,
edron|ammo~bank:,node,33173,31803,7,
edron|ammo~bank:,stand,33173,31803,7,

# --- edron|bridge~bank: (17 waypoints) ---
edron|bridge~bank:,node,33243,31814,7,
edron|bridge~bank:,node,33243,31823,7,
edron|bridge~bank:,node,33236,31827,7,
edron|bridge~bank:,node,33236,31834,7,
edron|bridge~bank:,node,33232,31839,7,
edron|bridge~bank:,node,33223,31839,7,
edron|bridge~bank:,node,33216,31842,7,
edron|bridge~bank:,node,33207,31844,7,
edron|bridge~bank:,node,33198,31843,7,
edron|bridge~bank:,node,33193,31836,7,
edron|bridge~bank:,node,33191,31828,7,
edron|bridge~bank:,node,33189,31820,7,
edron|bridge~bank:,node,33180,31819,7,
edron|bridge~bank:,node,33172,31816,7,
edron|bridge~bank:,node,33172,31808,7,
edron|bridge~bank:,node,33173,31803,7,
edron|bridge~bank:,stand,33173,31803,7,

# --- edron|runes~bank: (18 waypoints) ---
edron|runes~bank:,stand,33255,31842,3,
edron|runes~bank:,stand,33257,31842,4,
edron|runes~bank:,stand,33258,31840,5,
edron|runes~bank:,node,33248,31841,6,
edron|runes~bank:,stand,33247,31841,6,
edron|runes~bank:,node,33237,31841,7,
edron|runes~bank:,node,33224,31840,7,
edron|runes~bank:,node,33216,31842,7,
edron|runes~bank:,node,33207,31844,7,
edron|runes~bank:,node,33198,31842,7,
edron|runes~bank:,node,33193,31837,7,
edron|runes~bank:,node,33191,31829,7,
edron|runes~bank:,node,33189,31820,7,
edron|runes~bank:,node,33181,31818,7,
edron|runes~bank:,node,33171,31816,7,
edron|runes~bank:,node,33171,31808,7,
edron|runes~bank:,node,33173,31803,7,
edron|runes~bank:,stand,33173,31803,7,

# --- edron|food~bank: (16 waypoints) ---
edron|food~bank:,stand,33258,31840,5,
edron|food~bank:,node,33248,31841,6,
edron|food~bank:,stand,33247,31841,6,
edron|food~bank:,node,33237,31841,7,
edron|food~bank:,node,33224,31840,7,
edron|food~bank:,node,33216,31842,7,
edron|food~bank:,node,33207,31844,7,
edron|food~bank:,node,33198,31842,7,
edron|food~bank:,node,33193,31837,7,
edron|food~bank:,node,33191,31829,7,
edron|food~bank:,node,33189,31820,7,
edron|food~bank:,node,33181,31818,7,
edron|food~bank:,node,33171,31816,7,
edron|food~bank:,node,33171,31808,7,
edron|food~bank:,node,33173,31803,7,
edron|food~bank:,stand,33173,31803,7,

# --- edron|potions~bank: (16 waypoints) ---
edron|potions~bank:,stand,33255,31838,7,
edron|potions~bank:,node,33248,31841,6,
edron|potions~bank:,stand,33247,31841,6,
edron|potions~bank:,node,33237,31841,7,
edron|potions~bank:,node,33224,31840,7,
edron|potions~bank:,node,33216,31842,7,
edron|potions~bank:,node,33207,31844,7,
edron|potions~bank:,node,33198,31842,7,
edron|potions~bank:,node,33193,31837,7,
edron|potions~bank:,node,33191,31829,7,
edron|potions~bank:,node,33189,31820,7,
edron|potions~bank:,node,33181,31818,7,
edron|potions~bank:,node,33171,31816,7,
edron|potions~bank:,node,33171,31808,7,
edron|potions~bank:,node,33173,31803,7,
edron|potions~bank:,stand,33173,31803,7,

# --- edron|temple~bank: (9 waypoints) ---
edron|temple~bank:,node,33210,31815,8,
edron|temple~bank:,stand,33210,31814,8,
edron|temple~bank:,node,33202,31817,7,
edron|temple~bank:,node,33192,31819,7,
edron|temple~bank:,node,33182,31819,7,
edron|temple~bank:,node,33171,31816,7,
edron|temple~bank:,node,33171,31808,7,
edron|temple~bank:,node,33173,31803,7,
edron|temple~bank:,stand,33173,31803,7,

# --- edron|towers~temple: (18 waypoints) ---
edron|towers~temple:,stand,33255,31838,7,
edron|towers~temple:,node,33248,31841,6,
edron|towers~temple:,stand,33247,31841,6,
edron|towers~temple:,node,33239,31841,7,
edron|towers~temple:,node,33230,31841,7,
edron|towers~temple:,node,33221,31841,7,
edron|towers~temple:,node,33213,31842,7,
edron|towers~temple:,node,33204,31843,7,
edron|towers~temple:,node,33197,31840,7,
edron|towers~temple:,node,33193,31836,7,
edron|towers~temple:,node,33192,31830,7,
edron|towers~temple:,node,33192,31824,7,
edron|towers~temple:,node,33196,31819,7,
edron|towers~temple:,node,33202,31816,7,
edron|towers~temple:,node,33209,31814,7,
edron|towers~temple:,stand,33210,31814,7,
edron|towers~temple:,node,33217,31814,8,
edron|towers~temple:,stand,33217,31814,8,

# --- edron|temple~temple: (2 waypoints) ---
edron|temple~temple:,node,33217,31814,8,
edron|temple~temple:,stand,33217,31814,8,

# --- edron|trainers~temple: (9 waypoints) ---
edron|trainers~temple:,node,33187,31790,7,
edron|trainers~temple:,node,33196,31790,7,
edron|trainers~temple:,node,33202,31794,7,
edron|trainers~temple:,node,33202,31802,7,
edron|trainers~temple:,node,33202,31810,7,
edron|trainers~temple:,node,33209,31814,7,
edron|trainers~temple:,stand,33210,31814,7,
edron|trainers~temple:,node,33217,31814,8,
edron|trainers~temple:,stand,33217,31814,8,

# --- edron|boat~temple: (13 waypoints) ---
edron|boat~temple:,node,33175,31774,6,
edron|boat~temple:,stand,33175,31775,6,
edron|boat~temple:,node,33184,31777,7,
edron|boat~temple:,node,33191,31780,7,
edron|boat~temple:,node,33191,31789,7,
edron|boat~temple:,node,33201,31791,7,
edron|boat~temple:,node,33202,31799,7,
edron|boat~temple:,node,33202,31807,7,
edron|boat~temple:,node,33203,31813,7,
edron|boat~temple:,node,33209,31814,7,
edron|boat~temple:,stand,33210,31814,7,
edron|boat~temple:,node,33217,31814,8,
edron|boat~temple:,stand,33217,31814,8,

# --- edron|bank~temple: (10 waypoints) ---
edron|bank~temple:,node,33171,31808,7,
edron|bank~temple:,node,33171,31816,7,
edron|bank~temple:,node,33178,31818,7,
edron|bank~temple:,node,33185,31818,7,
edron|bank~temple:,node,33192,31818,7,
edron|bank~temple:,node,33200,31817,7,
edron|bank~temple:,node,33209,31814,7,
edron|bank~temple:,stand,33210,31814,7,
edron|bank~temple:,node,33217,31814,8,
edron|bank~temple:,stand,33217,31814,8,

# --- edron|depot~temple: (11 waypoints) ---
edron|depot~temple:,stand,33166,31808,10,
edron|depot~temple:,stand,33167,31808,9,
edron|depot~temple:,node,33166,31812,8,
edron|depot~temple:,stand,33167,31812,8,
edron|depot~temple:,node,33174,31817,7,
edron|depot~temple:,node,33185,31819,7,
edron|depot~temple:,node,33199,31819,7,
edron|depot~temple:,node,33209,31814,7,
edron|depot~temple:,stand,33210,31814,7,
edron|depot~temple:,node,33217,31814,8,
edron|depot~temple:,stand,33217,31814,8,

# --- edron|carpet~temple: (14 waypoints) ---
edron|carpet~temple:,stand,33189,31785,3,
edron|carpet~temple:,stand,33191,31781,4,
edron|carpet~temple:,stand,33195,31785,5,
edron|carpet~temple:,node,33201,31783,6,
edron|carpet~temple:,node,33210,31783,6,
edron|carpet~temple:,node,33208,31788,6,
edron|carpet~temple:,stand,33208,31789,6,
edron|carpet~temple:,node,33205,31795,7,
edron|carpet~temple:,node,33205,31804,7,
edron|carpet~temple:,node,33204,31814,7,
edron|carpet~temple:,node,33209,31814,7,
edron|carpet~temple:,stand,33210,31814,7,
edron|carpet~temple:,node,33217,31814,8,
edron|carpet~temple:,stand,33217,31814,8,

# --- edron|ammo~temple: (10 waypoints) ---
edron|ammo~temple:,node,33208,31799,6,
edron|ammo~temple:,node,33208,31806,6,
edron|ammo~temple:,node,33208,31813,6,
edron|ammo~temple:,node,33209,31817,6,
edron|ammo~temple:,stand,33209,31818,6,
edron|ammo~temple:,node,33205,31816,7,
edron|ammo~temple:,node,33209,31814,7,
edron|ammo~temple:,stand,33210,31814,7,
edron|ammo~temple:,node,33217,31814,8,
edron|ammo~temple:,stand,33217,31814,8,

# --- edron|loot~temple: (10 waypoints) ---
edron|loot~temple:,node,33208,31799,6,
edron|loot~temple:,node,33208,31806,6,
edron|loot~temple:,node,33208,31813,6,
edron|loot~temple:,node,33209,31817,6,
edron|loot~temple:,stand,33209,31818,6,
edron|loot~temple:,node,33205,31816,7,
edron|loot~temple:,node,33209,31814,7,
edron|loot~temple:,stand,33210,31814,7,
edron|loot~temple:,node,33217,31814,8,
edron|loot~temple:,stand,33217,31814,8,

# --- edron|bridge~temple: (17 waypoints) ---
edron|bridge~temple:,node,33243,31815,7,
edron|bridge~temple:,node,33243,31823,7,
edron|bridge~temple:,node,33236,31826,7,
edron|bridge~temple:,node,33236,31834,7,
edron|bridge~temple:,node,33231,31839,7,
edron|bridge~temple:,node,33221,31839,7,
edron|bridge~temple:,node,33215,31843,7,
edron|bridge~temple:,node,33207,31844,7,
edron|bridge~temple:,node,33198,31841,7,
edron|bridge~temple:,node,33193,31835,7,
edron|bridge~temple:,node,33191,31825,7,
edron|bridge~temple:,node,33196,31818,7,
edron|bridge~temple:,node,33203,31815,7,
edron|bridge~temple:,node,33209,31814,7,
edron|bridge~temple:,stand,33210,31814,7,
edron|bridge~temple:,node,33217,31814,8,
edron|bridge~temple:,stand,33217,31814,8,

# --- edron|runes~temple: (18 waypoints) ---
edron|runes~temple:,stand,33255,31842,3,
edron|runes~temple:,stand,33257,31842,4,
edron|runes~temple:,stand,33258,31840,5,
edron|runes~temple:,node,33248,31841,6,
edron|runes~temple:,stand,33247,31841,6,
edron|runes~temple:,node,33237,31841,7,
edron|runes~temple:,node,33224,31840,7,
edron|runes~temple:,node,33215,31843,7,
edron|runes~temple:,node,33207,31844,7,
edron|runes~temple:,node,33198,31842,7,
edron|runes~temple:,node,33193,31837,7,
edron|runes~temple:,node,33191,31829,7,
edron|runes~temple:,node,33192,31820,7,
edron|runes~temple:,node,33201,31817,7,
edron|runes~temple:,node,33209,31814,7,
edron|runes~temple:,stand,33210,31814,7,
edron|runes~temple:,node,33217,31814,8,
edron|runes~temple:,stand,33217,31814,8,

# --- edron|food~temple: (16 waypoints) ---
edron|food~temple:,stand,33258,31840,5,
edron|food~temple:,node,33248,31841,6,
edron|food~temple:,stand,33247,31841,6,
edron|food~temple:,node,33237,31841,7,
edron|food~temple:,node,33224,31840,7,
edron|food~temple:,node,33215,31843,7,
edron|food~temple:,node,33207,31844,7,
edron|food~temple:,node,33198,31842,7,
edron|food~temple:,node,33193,31837,7,
edron|food~temple:,node,33191,31829,7,
edron|food~temple:,node,33192,31820,7,
edron|food~temple:,node,33201,31817,7,
edron|food~temple:,node,33209,31814,7,
edron|food~temple:,stand,33210,31814,7,
edron|food~temple:,node,33217,31814,8,
edron|food~temple:,stand,33217,31814,8,

# --- edron|potions~temple: (16 waypoints) ---
edron|potions~temple:,stand,33255,31838,7,
edron|potions~temple:,node,33248,31841,6,
edron|potions~temple:,stand,33247,31841,6,
edron|potions~temple:,node,33237,31841,7,
edron|potions~temple:,node,33224,31840,7,
edron|potions~temple:,node,33215,31843,7,
edron|potions~temple:,node,33207,31844,7,
edron|potions~temple:,node,33198,31842,7,
edron|potions~temple:,node,33193,31837,7,
edron|potions~temple:,node,33191,31829,7,
edron|potions~temple:,node,33192,31820,7,
edron|potions~temple:,node,33201,31817,7,
edron|potions~temple:,node,33209,31814,7,
edron|potions~temple:,stand,33210,31814,7,
edron|potions~temple:,node,33217,31814,8,
edron|potions~temple:,stand,33217,31814,8,

# --- edron|towers~carpet: (30 waypoints) ---
edron|towers~carpet:,stand,33255,31838,7,
edron|towers~carpet:,node,33248,31841,6,
edron|towers~carpet:,stand,33247,31841,6,
edron|towers~carpet:,node,33239,31841,7,
edron|towers~carpet:,node,33230,31841,7,
edron|towers~carpet:,node,33221,31841,7,
edron|towers~carpet:,node,33213,31842,7,
edron|towers~carpet:,node,33204,31843,7,
edron|towers~carpet:,node,33197,31840,7,
edron|towers~carpet:,node,33193,31836,7,
edron|towers~carpet:,node,33192,31830,7,
edron|towers~carpet:,node,33192,31824,7,
edron|towers~carpet:,node,33196,31819,7,
