source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- svargrond|boat~boat: (1 waypoints) ---
svargrond|runes~depot:,node,32268,31141,7,

# --- svargrond|potions~depot: (6 waypoints) ---
svargrond|potions~depot:,node,32299,31130,7,
svargrond|potions~depot:,node,32293,31132,7,
svargrond|potions~depot:,node,32286,31136,7,
svargrond|potions~depot:,node,32280,31140,7,
svargrond|potions~depot:,node,32273,31141,7,
svargrond|potions~depot:,node,32268,31141,7,

# --- svargrond|boat~depot: (10 waypoints) ---
svargrond|boat~depot:,stand,32341,31112,6,
svargrond|boat~depot:,node,32336,31116,7,
svargrond|boat~depot:,node,32325,31117,7,
svargrond|boat~depot:,node,32315,31122,7,
svargrond|boat~depot:,node,32309,31127,7,
svargrond|boat~depot:,node,32299,31131,7,
svargrond|boat~depot:,node,32289,31135,7,
svargrond|boat~depot:,node,32279,31139,7,
svargrond|boat~depot:,node,32273,31141,7,
svargrond|boat~depot:,node,32268,31141,7,

# --- svargrond|trainers~depot: (11 waypoints) ---
svargrond|trainers~depot:,node,32246,31074,6,
svargrond|trainers~depot:,node,32244,31084,6,
svargrond|trainers~depot:,node,32242,31094,6,
svargrond|trainers~depot:,node,32239,31102,6,
svargrond|trainers~depot:,node,32236,31107,6,
svargrond|trainers~depot:,stand,32236,31108,6,
svargrond|trainers~depot:,node,32240,31122,7,
svargrond|trainers~depot:,node,32240,31132,7,
svargrond|trainers~depot:,node,32245,31140,7,
svargrond|trainers~depot:,node,32273,31141,7,
svargrond|trainers~depot:,node,32268,31141,7,

# --- svargrond|ammo~depot: (11 waypoints) ---
svargrond|ammo~depot:,node,32234,31080,6,
svargrond|ammo~depot:,node,32231,31088,6,
svargrond|ammo~depot:,node,32228,31095,6,
svargrond|ammo~depot:,node,32233,31103,6,
svargrond|ammo~depot:,node,32235,31107,6,
svargrond|ammo~depot:,stand,32235,31108,6,
svargrond|ammo~depot:,node,32240,31122,7,
svargrond|ammo~depot:,node,32240,31133,7,
svargrond|ammo~depot:,node,32244,31140,7,
svargrond|ammo~depot:,node,32273,31141,7,
svargrond|ammo~depot:,node,32268,31141,7,

# --- svargrond|loot~depot: (11 waypoints) ---
svargrond|loot~depot:,node,32234,31080,6,
svargrond|loot~depot:,node,32231,31088,6,
svargrond|loot~depot:,node,32228,31095,6,
svargrond|loot~depot:,node,32233,31103,6,
svargrond|loot~depot:,node,32235,31107,6,
svargrond|loot~depot:,stand,32235,31108,6,
svargrond|loot~depot:,node,32240,31122,7,
svargrond|loot~depot:,node,32240,31133,7,
svargrond|loot~depot:,node,32244,31140,7,
svargrond|loot~depot:,node,32273,31141,7,
svargrond|loot~depot:,node,32268,31141,7,

# --- svargrond|carpet~depot: (10 waypoints) ---
svargrond|carpet~depot:,stand,32249,31101,4,
svargrond|carpet~depot:,node,32248,31105,5,
svargrond|carpet~depot:,stand,32248,31106,5,
svargrond|carpet~depot:,node,32245,31111,6,
svargrond|carpet~depot:,stand,32245,31112,6,
svargrond|carpet~depot:,node,32241,31122,7,
svargrond|carpet~depot:,node,32241,31132,7,
svargrond|carpet~depot:,node,32244,31140,7,
svargrond|carpet~depot:,node,32273,31141,7,
svargrond|carpet~depot:,node,32268,31141,7,

# --- depot|svargrond|1: (1 waypoints) ---
depot|svargrond|1:,node,32264,31141,6,

# --- depot|svargrond|2: (1 waypoints) ---
depot|svargrond|2:,node,32269,31141,6,

# --- depot|svargrond|3: (1 waypoints) ---
depot|svargrond|3:,node,32259,31141,6,

# --- liberty bay|temple~temple: (2 waypoints) ---
liberty bay|temple~temple:,node,32212,31134,7,
liberty bay|temple~temple:,stand,32212,31134,7,

# --- liberty bay|food~temple: (8 waypoints) ---
liberty bay|food~temple:,node,32209,31160,7,
liberty bay|food~temple:,node,32216,31159,7,
liberty bay|food~temple:,node,32222,31155,7,
liberty bay|food~temple:,node,32222,31147,7,
liberty bay|food~temple:,node,32222,31147,7,
liberty bay|food~temple:,node,32215,31143,7,
liberty bay|food~temple:,node,32212,31134,7,
liberty bay|food~temple:,stand,32212,31134,7,

# --- svargrond|depot~temple: (9 waypoints) ---
svargrond|depot~temple:,node,32275,31142,7,
svargrond|depot~temple:,stand,32274,31143,7,
svargrond|depot~temple:,node,32254,31142,6,
svargrond|depot~temple:,stand,32254,31143,6,
svargrond|depot~temple:,node,32244,31140,7,
svargrond|depot~temple:,node,32232,31142,7,
svargrond|depot~temple:,node,32221,31144,7,
svargrond|depot~temple:,node,32213,31140,7,
svargrond|depot~temple:,node,32212,31133,7,

# --- svargrond|bank~temple: (11 waypoints) ---
svargrond|bank~temple:,node,32299,31130,7,
svargrond|bank~temple:,node,32287,31128,7,
svargrond|bank~temple:,node,32278,31126,7,
svargrond|bank~temple:,node,32265,31126,7,
svargrond|bank~temple:,node,32252,31126,7,
svargrond|bank~temple:,node,32240,31130,7,
svargrond|bank~temple:,node,32239,31138,7,
svargrond|bank~temple:,node,32232,31142,7,
svargrond|bank~temple:,node,32221,31144,7,
svargrond|bank~temple:,node,32213,31140,7,
svargrond|bank~temple:,node,32212,31133,7,

# --- svargrond|potions~temple: (11 waypoints) ---
svargrond|potions~temple:,node,32299,31130,7,
svargrond|potions~temple:,node,32287,31128,7,
svargrond|potions~temple:,node,32278,31126,7,
svargrond|potions~temple:,node,32265,31126,7,
svargrond|potions~temple:,node,32252,31126,7,
svargrond|potions~temple:,node,32240,31130,7,
svargrond|potions~temple:,node,32239,31138,7,
svargrond|potions~temple:,node,32232,31142,7,
svargrond|potions~temple:,node,32221,31144,7,
svargrond|potions~temple:,node,32213,31140,7,
svargrond|potions~temple:,node,32212,31133,7,

# --- svargrond|runes~temple: (11 waypoints) ---
svargrond|runes~temple:,node,32299,31130,7,
svargrond|runes~temple:,node,32287,31128,7,
svargrond|runes~temple:,node,32278,31126,7,
svargrond|runes~temple:,node,32265,31126,7,
svargrond|runes~temple:,node,32252,31126,7,
svargrond|runes~temple:,node,32240,31130,7,
svargrond|runes~temple:,node,32239,31138,7,
svargrond|runes~temple:,node,32232,31142,7,
svargrond|runes~temple:,node,32221,31144,7,
svargrond|runes~temple:,node,32213,31140,7,
svargrond|runes~temple:,node,32212,31133,7,

# --- svargrond|ammo~temple: (12 waypoints) ---
svargrond|ammo~temple:,node,32234,31082,6,
svargrond|ammo~temple:,node,32229,31089,6,
svargrond|ammo~temple:,node,32229,31100,6,
svargrond|ammo~temple:,node,32234,31107,6,
svargrond|ammo~temple:,stand,32234,31108,6,
svargrond|ammo~temple:,node,32240,31122,7,
svargrond|ammo~temple:,node,32240,31131,7,
svargrond|ammo~temple:,node,32238,31138,7,
svargrond|ammo~temple:,node,32232,31142,7,
svargrond|ammo~temple:,node,32223,31144,7,
svargrond|ammo~temple:,node,32214,31141,7,
svargrond|ammo~temple:,node,32212,31133,7,

# --- svargrond|loot~temple: (12 waypoints) ---
svargrond|loot~temple:,node,32234,31082,6,
svargrond|loot~temple:,node,32229,31089,6,
svargrond|loot~temple:,node,32229,31100,6,
svargrond|loot~temple:,node,32234,31107,6,
svargrond|loot~temple:,stand,32234,31108,6,
svargrond|loot~temple:,node,32240,31122,7,
svargrond|loot~temple:,node,32240,31131,7,
svargrond|loot~temple:,node,32238,31138,7,
svargrond|loot~temple:,node,32232,31142,7,
svargrond|loot~temple:,node,32223,31144,7,
svargrond|loot~temple:,node,32214,31141,7,
svargrond|loot~temple:,node,32212,31133,7,

# --- svargrond|trainers~temple: (11 waypoints) ---
svargrond|trainers~temple:,node,32246,31074,6,
svargrond|trainers~temple:,node,32244,31083,6,
svargrond|trainers~temple:,node,32242,31093,6,
svargrond|trainers~temple:,node,32238,31101,6,
svargrond|trainers~temple:,node,32236,31107,6,
svargrond|trainers~temple:,stand,32236,31108,6,
svargrond|trainers~temple:,node,32240,31123,7,
svargrond|trainers~temple:,node,32240,31138,7,
svargrond|trainers~temple:,node,32229,31144,7,
svargrond|trainers~temple:,node,32216,31144,7,
svargrond|trainers~temple:,node,32212,31133,7,

# --- svargrond|carpet~temple: (9 waypoints) ---
svargrond|carpet~temple:,stand,32249,31101,4,
svargrond|carpet~temple:,stand,32248,31106,5,
svargrond|carpet~temple:,node,32245,31111,6,
svargrond|carpet~temple:,stand,32245,31112,6,
svargrond|carpet~temple:,node,32241,31122,7,
svargrond|carpet~temple:,node,32239,31137,7,
svargrond|carpet~temple:,node,32229,31143,7,
svargrond|carpet~temple:,node,32215,31143,7,
svargrond|carpet~temple:,node,32212,31133,7,

# --- svargrond|boat~temple: (13 waypoints) ---
svargrond|boat~temple:,stand,32341,31112,6,
svargrond|boat~temple:,node,32333,31116,7,
svargrond|boat~temple:,node,32322,31118,7,
svargrond|boat~temple:,node,32312,31125,7,
svargrond|boat~temple:,node,32300,31128,7,
svargrond|boat~temple:,node,32286,31127,7,
svargrond|boat~temple:,node,32273,31127,7,
svargrond|boat~temple:,node,32258,31127,7,
svargrond|boat~temple:,node,32241,31130,7,
svargrond|boat~temple:,node,32238,31138,7,
svargrond|boat~temple:,node,32228,31143,7,
svargrond|boat~temple:,node,32215,31143,7,
svargrond|boat~temple:,node,32212,31133,7,

# --- svargrond|bank~bank: (2 waypoints) ---
svargrond|bank~bank:,node,32300,31134,7,
svargrond|bank~bank:,stand,32300,31134,7,

# --- svargrond|food~bank: (13 waypoints) ---
svargrond|food~bank:,node,32208,31161,7,
svargrond|food~bank:,node,32215,31160,7,
svargrond|food~bank:,node,32221,31157,7,
svargrond|food~bank:,node,32224,31149,7,
svargrond|food~bank:,node,32231,31143,7,
svargrond|food~bank:,node,32242,31141,7,
svargrond|food~bank:,node,32258,31141,7,
svargrond|food~bank:,node,32270,31141,7,
svargrond|food~bank:,node,32282,31138,7,
svargrond|food~bank:,node,32291,31133,7,
svargrond|food~bank:,node,32298,31131,7,
svargrond|food~bank:,node,32300,31134,7,
svargrond|food~bank:,stand,32300,31134,7,

# --- svargrond|temple~bank: (12 waypoints) ---
svargrond|temple~bank:,node,32213,31140,7,
svargrond|temple~bank:,node,32219,31143,7,
svargrond|temple~bank:,node,32229,31143,7,
svargrond|temple~bank:,node,32238,31138,7,
svargrond|temple~bank:,node,32241,31130,7,
svargrond|temple~bank:,node,32251,31127,7,
svargrond|temple~bank:,node,32262,31127,7,
svargrond|temple~bank:,node,32274,31127,7,
svargrond|temple~bank:,node,32285,31127,7,
svargrond|temple~bank:,node,32294,31130,7,
svargrond|temple~bank:,node,32299,31134,7,
svargrond|temple~bank:,stand,32299,31134,7,

# --- svargrond|depot~bank: (8 waypoints) ---
svargrond|depot~bank:,node,32275,31142,7,
svargrond|depot~bank:,stand,32274,31143,7,
svargrond|depot~bank:,node,32274,31142,6,
svargrond|depot~bank:,stand,32274,31143,6,
svargrond|depot~bank:,node,32283,31138,7,
svargrond|depot~bank:,node,32292,31133,7,
svargrond|depot~bank:,node,32299,31134,7,
svargrond|depot~bank:,stand,32299,31134,7,

# --- svargrond|potions~bank: (2 waypoints) ---
svargrond|potions~bank:,node,32300,31134,7,
svargrond|potions~bank:,stand,32300,31134,7,

# --- svargrond|runes~bank: (2 waypoints) ---
svargrond|runes~bank:,node,32300,31134,7,
svargrond|runes~bank:,stand,32300,31134,7,

# --- svargrond|boat~bank: (8 waypoints) ---
svargrond|boat~bank:,stand,32341,31112,6,
svargrond|boat~bank:,node,32334,31116,7,
svargrond|boat~bank:,node,32325,31118,7,
svargrond|boat~bank:,node,32317,31121,7,
svargrond|boat~bank:,node,32308,31127,7,
svargrond|boat~bank:,node,32300,31130,7,
svargrond|boat~bank:,node,32300,31134,7,
svargrond|boat~bank:,stand,32300,31134,7,

# --- svargrond|ammo~bank: (14 waypoints) ---
svargrond|ammo~bank:,node,32234,31083,6,
svargrond|ammo~bank:,node,32229,31090,6,
svargrond|ammo~bank:,node,32229,31099,6,
svargrond|ammo~bank:,node,32235,31107,6,
svargrond|ammo~bank:,stand,32235,31108,6,
svargrond|ammo~bank:,node,32241,31123,7,
svargrond|ammo~bank:,node,32244,31129,7,
svargrond|ammo~bank:,node,32254,31126,7,
svargrond|ammo~bank:,node,32265,31126,7,
svargrond|ammo~bank:,node,32276,31126,7,
svargrond|ammo~bank:,node,32286,31126,7,
svargrond|ammo~bank:,node,32295,31129,7,
svargrond|ammo~bank:,node,32300,31134,7,
svargrond|ammo~bank:,stand,32300,31134,7,

# --- svargrond|loot~bank: (14 waypoints) ---
svargrond|loot~bank:,node,32234,31083,6,
svargrond|loot~bank:,node,32229,31090,6,
svargrond|loot~bank:,node,32229,31099,6,
svargrond|loot~bank:,node,32235,31107,6,
svargrond|loot~bank:,stand,32235,31108,6,
svargrond|loot~bank:,node,32241,31123,7,
svargrond|loot~bank:,node,32244,31129,7,
svargrond|loot~bank:,node,32254,31126,7,
svargrond|loot~bank:,node,32265,31126,7,
svargrond|loot~bank:,node,32276,31126,7,
svargrond|loot~bank:,node,32286,31126,7,
svargrond|loot~bank:,node,32295,31129,7,
svargrond|loot~bank:,node,32300,31134,7,
svargrond|loot~bank:,stand,32300,31134,7,

# --- svargrond|trainers~bank: (15 waypoints) ---
svargrond|trainers~bank:,node,32246,31076,6,
svargrond|trainers~bank:,node,32242,31086,6,
svargrond|trainers~bank:,node,32242,31099,6,
svargrond|trainers~bank:,node,32236,31102,6,
svargrond|trainers~bank:,node,32236,31107,6,
svargrond|trainers~bank:,stand,32236,31108,6,
svargrond|trainers~bank:,node,32240,31122,7,
svargrond|trainers~bank:,node,32242,31129,7,
svargrond|trainers~bank:,node,32253,31127,7,
svargrond|trainers~bank:,node,32264,31127,7,
svargrond|trainers~bank:,node,32276,31127,7,
svargrond|trainers~bank:,node,32287,31128,7,
svargrond|trainers~bank:,node,32295,31129,7,
svargrond|trainers~bank:,node,32300,31134,7,
svargrond|trainers~bank:,stand,32300,31134,7,

# --- svargrond|carpet~bank: (10 waypoints) ---
svargrond|carpet~bank:,stand,32249,31101,4,
svargrond|carpet~bank:,stand,32248,31106,5,
svargrond|carpet~bank:,stand,32249,31110,6,
svargrond|carpet~bank:,node,32257,31113,7,
svargrond|carpet~bank:,node,32259,31125,7,
svargrond|carpet~bank:,node,32271,31127,7,
svargrond|carpet~bank:,node,32285,31127,7,
svargrond|carpet~bank:,node,32293,31130,7,
svargrond|carpet~bank:,node,32300,31134,7,
svargrond|carpet~bank:,stand,32300,31134,7,

# --- svargrond|potions~potions: (2 waypoints) ---
svargrond|potions~potions:,node,32307,31132,7,
svargrond|potions~potions:,stand,32307,31132,7,

# --- svargrond|food~potions: (13 waypoints) ---
svargrond|food~potions:,node,32208,31161,7,
svargrond|food~potions:,node,32215,31160,7,
svargrond|food~potions:,node,32221,31157,7,
svargrond|food~potions:,node,32224,31149,7,
svargrond|food~potions:,node,32231,31143,7,
svargrond|food~potions:,node,32242,31141,7,
svargrond|food~potions:,node,32258,31141,7,
svargrond|food~potions:,node,32270,31141,7,
svargrond|food~potions:,node,32282,31138,7,
svargrond|food~potions:,node,32291,31133,7,
svargrond|food~potions:,node,32298,31131,7,
svargrond|food~potions:,node,32307,31132,7,
svargrond|food~potions:,stand,32307,31132,7,

# --- svargrond|temple~potions: (13 waypoints) ---
svargrond|temple~potions:,node,32213,31140,7,
svargrond|temple~potions:,node,32219,31143,7,
svargrond|temple~potions:,node,32229,31143,7,
svargrond|temple~potions:,node,32238,31139,7,
svargrond|temple~potions:,node,32241,31130,7,
svargrond|temple~potions:,node,32252,31127,7,
svargrond|temple~potions:,node,32264,31127,7,
svargrond|temple~potions:,node,32276,31127,7,
svargrond|temple~potions:,node,32287,31127,7,
svargrond|temple~potions:,node,32296,31129,7,
svargrond|temple~potions:,node,32305,31129,7,
svargrond|temple~potions:,node,32307,31132,7,
svargrond|temple~potions:,stand,32307,31132,7,

# --- svargrond|depot~potions: (9 waypoints) ---
svargrond|depot~potions:,node,32275,31142,7,
svargrond|depot~potions:,stand,32274,31143,7,
svargrond|depot~potions:,node,32274,31142,6,
svargrond|depot~potions:,stand,32274,31143,6,
svargrond|depot~potions:,node,32282,31138,7,
svargrond|depot~potions:,node,32292,31133,7,
svargrond|depot~potions:,node,32303,31129,7,
svargrond|depot~potions:,node,32308,31132,7,
svargrond|depot~potions:,stand,32308,31132,7,

# --- svargrond|bank~potions: (2 waypoints) ---
svargrond|bank~potions:,node,32307,31132,7,
svargrond|bank~potions:,stand,32307,31132,7,

# --- svargrond|boat~potions: (7 waypoints) ---
svargrond|boat~potions:,stand,32341,31112,6,
svargrond|boat~potions:,node,32334,31116,7,
svargrond|boat~potions:,node,32325,31118,7,
svargrond|boat~potions:,node,32315,31121,7,
svargrond|boat~potions:,node,32310,31126,7,
svargrond|boat~potions:,node,32307,31132,7,
svargrond|boat~potions:,stand,32307,31132,7,

# --- svargrond|carpet~potions: (11 waypoints) ---
svargrond|carpet~potions:,stand,32249,31101,4,
svargrond|carpet~potions:,stand,32248,31106,5,
svargrond|carpet~potions:,stand,32249,31111,6,
svargrond|carpet~potions:,node,32257,31113,7,
svargrond|carpet~potions:,node,32257,31120,7,
svargrond|carpet~potions:,node,32262,31126,7,
svargrond|carpet~potions:,node,32274,31127,7,
svargrond|carpet~potions:,node,32286,31127,7,
svargrond|carpet~potions:,node,32300,31128,7,
svargrond|carpet~potions:,node,32307,31132,7,
svargrond|carpet~potions:,stand,32307,31132,7,

