source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- liberty bay|boat~boat: (2 waypoints) ---
liberty bay|temple~meriana.exit:,node,32335,32839,7,
liberty bay|temple~meriana.exit:,node,32336,32844,7,
liberty bay|temple~meriana.exit:,node,32337,32852,7,
liberty bay|temple~meriana.exit:,node,32344,32853,7,
liberty bay|temple~meriana.exit:,node,32347,32857,7,
liberty bay|temple~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|bank~meriana.exit: (5 waypoints) ---
liberty bay|bank~meriana.exit:,node,32342,32841,7,
liberty bay|bank~meriana.exit:,node,32343,32847,7,
liberty bay|bank~meriana.exit:,node,32344,32853,7,
liberty bay|bank~meriana.exit:,node,32347,32857,7,
liberty bay|bank~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|food~meriana.exit: (12 waypoints) ---
liberty bay|food~meriana.exit:,node,32303,32838,7,
liberty bay|food~meriana.exit:,node,32310,32840,7,
liberty bay|food~meriana.exit:,node,32316,32840,7,
liberty bay|food~meriana.exit:,node,32321,32838,7,
liberty bay|food~meriana.exit:,node,32325,32836,7,
liberty bay|food~meriana.exit:,node,32331,32836,7,
liberty bay|food~meriana.exit:,node,32335,32839,7,
liberty bay|food~meriana.exit:,node,32336,32844,7,
liberty bay|food~meriana.exit:,node,32337,32852,7,
liberty bay|food~meriana.exit:,node,32344,32853,7,
liberty bay|food~meriana.exit:,node,32347,32857,7,
liberty bay|food~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|trainers~meriana.exit: (29 waypoints) ---
liberty bay|trainers~meriana.exit:,node,32395,32815,2,
liberty bay|trainers~meriana.exit:,stand,32400,32812,2,
liberty bay|trainers~meriana.exit:,stand,32398,32811,3,
liberty bay|trainers~meriana.exit:,node,32401,32816,4,
liberty bay|trainers~meriana.exit:,node,32409,32817,4,
liberty bay|trainers~meriana.exit:,node,32409,32807,4,
liberty bay|trainers~meriana.exit:,stand,32409,32806,4,
liberty bay|trainers~meriana.exit:,node,32406,32801,5,
liberty bay|trainers~meriana.exit:,node,32398,32801,5,
liberty bay|trainers~meriana.exit:,node,32391,32801,5,
liberty bay|trainers~meriana.exit:,stand,32391,32802,5,
liberty bay|trainers~meriana.exit:,node,32388,32808,6,
liberty bay|trainers~meriana.exit:,node,32387,32812,6,
liberty bay|trainers~meriana.exit:,node,32383,32816,6,
liberty bay|trainers~meriana.exit:,stand,32383,32815,6,
liberty bay|trainers~meriana.exit:,node,32371,32815,7,
liberty bay|trainers~meriana.exit:,node,32364,32815,7,
liberty bay|trainers~meriana.exit:,node,32357,32815,7,
liberty bay|trainers~meriana.exit:,node,32351,32815,7,
liberty bay|trainers~meriana.exit:,node,32345,32815,7,
liberty bay|trainers~meriana.exit:,node,32340,32817,7,
liberty bay|trainers~meriana.exit:,node,32340,32823,7,
liberty bay|trainers~meriana.exit:,node,32342,32828,7,
liberty bay|trainers~meriana.exit:,node,32342,32834,7,
liberty bay|trainers~meriana.exit:,node,32342,32841,7,
liberty bay|trainers~meriana.exit:,node,32343,32847,7,
liberty bay|trainers~meriana.exit:,node,32344,32853,7,
liberty bay|trainers~meriana.exit:,node,32347,32857,7,
liberty bay|trainers~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|south.exit~meriana.exit: (8 waypoints) ---
liberty bay|south.exit~meriana.exit:,node,32310,32860,7,
liberty bay|south.exit~meriana.exit:,node,32320,32862,7,
liberty bay|south.exit~meriana.exit:,node,32326,32859,7,
liberty bay|south.exit~meriana.exit:,node,32331,32856,7,
liberty bay|south.exit~meriana.exit:,node,32337,32853,7,
liberty bay|south.exit~meriana.exit:,node,32344,32853,7,
liberty bay|south.exit~meriana.exit:,node,32347,32857,7,
liberty bay|south.exit~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|west.exit~meriana.exit: (19 waypoints) ---
liberty bay|west.exit~meriana.exit:,node,32267,32817,7,
liberty bay|west.exit~meriana.exit:,node,32273,32814,7,
liberty bay|west.exit~meriana.exit:,node,32280,32814,7,
liberty bay|west.exit~meriana.exit:,node,32286,32814,7,
liberty bay|west.exit~meriana.exit:,node,32287,32821,7,
liberty bay|west.exit~meriana.exit:,node,32288,32826,7,
liberty bay|west.exit~meriana.exit:,node,32293,32826,7,
liberty bay|west.exit~meriana.exit:,node,32300,32826,7,
liberty bay|west.exit~meriana.exit:,node,32306,32827,7,
liberty bay|west.exit~meriana.exit:,node,32310,32832,7,
liberty bay|west.exit~meriana.exit:,node,32316,32834,7,
liberty bay|west.exit~meriana.exit:,node,32323,32835,7,
liberty bay|west.exit~meriana.exit:,node,32331,32836,7,
liberty bay|west.exit~meriana.exit:,node,32335,32839,7,
liberty bay|west.exit~meriana.exit:,node,32336,32844,7,
liberty bay|west.exit~meriana.exit:,node,32337,32852,7,
liberty bay|west.exit~meriana.exit:,node,32344,32853,7,
liberty bay|west.exit~meriana.exit:,node,32347,32857,7,
liberty bay|west.exit~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|meriana.exit~meriana.exit: (2 waypoints) ---
liberty bay|meriana.exit~meriana.exit:,node,32347,32857,7,
liberty bay|meriana.exit~meriana.exit:,stand,32347,32857,7,

# --- liberty bay|meriana.exit~boat: (35 waypoints) ---
liberty bay|meriana.exit~boat:,node,32313,32709,7,
liberty bay|meriana.exit~boat:,node,32312,32717,7,
liberty bay|meriana.exit~boat:,node,32309,32724,7,
liberty bay|meriana.exit~boat:,node,32304,32733,7,
liberty bay|meriana.exit~boat:,node,32299,32742,7,
liberty bay|meriana.exit~boat:,node,32293,32749,7,
liberty bay|meriana.exit~boat:,node,32288,32754,7,
liberty bay|meriana.exit~boat:,node,32287,32763,7,
liberty bay|meriana.exit~boat:,node,32286,32771,7,
liberty bay|meriana.exit~boat:,node,32284,32780,7,
liberty bay|meriana.exit~boat:,node,32284,32788,7,
liberty bay|meriana.exit~boat:,node,32284,32796,7,
liberty bay|meriana.exit~boat:,node,32289,32800,7,
liberty bay|meriana.exit~boat:,node,32289,32806,7,
liberty bay|meriana.exit~boat:,node,32289,32812,7,
liberty bay|meriana.exit~boat:,node,32294,32813,7,
liberty bay|meriana.exit~boat:,node,32299,32818,7,
liberty bay|meriana.exit~boat:,node,32299,32824,7,
liberty bay|meriana.exit~boat:,node,32304,32827,7,
liberty bay|meriana.exit~boat:,node,32310,32828,7,
liberty bay|meriana.exit~boat:,node,32310,32834,7,
liberty bay|meriana.exit~boat:,node,32310,32840,7,
liberty bay|meriana.exit~boat:,node,32310,32846,7,
liberty bay|meriana.exit~boat:,node,32310,32852,7,
liberty bay|meriana.exit~boat:,node,32310,32858,7,
liberty bay|meriana.exit~boat:,node,32307,32862,7,
liberty bay|meriana.exit~boat:,node,32306,32868,7,
liberty bay|meriana.exit~boat:,ladder,32306,32868,7,
liberty bay|meriana.exit~boat:,node,32301,32873,6,
liberty bay|meriana.exit~boat:,node,32291,32873,6,
liberty bay|meriana.exit~boat:,node,32281,32873,6,
liberty bay|meriana.exit~boat:,node,32277,32878,6,
liberty bay|meriana.exit~boat:,node,32277,32889,6,
liberty bay|meriana.exit~boat:,node,32284,32892,6,
liberty bay|meriana.exit~boat:,stand,32284,32892,6,

# --- liberty bay|meriana.exit~depot: (25 waypoints) ---
liberty bay|meriana.exit~depot:,node,32313,32709,7,
liberty bay|meriana.exit~depot:,node,32312,32717,7,
liberty bay|meriana.exit~depot:,node,32309,32724,7,
liberty bay|meriana.exit~depot:,node,32304,32733,7,
liberty bay|meriana.exit~depot:,node,32299,32742,7,
liberty bay|meriana.exit~depot:,node,32293,32749,7,
liberty bay|meriana.exit~depot:,node,32288,32754,7,
liberty bay|meriana.exit~depot:,node,32287,32763,7,
liberty bay|meriana.exit~depot:,node,32286,32771,7,
liberty bay|meriana.exit~depot:,node,32284,32780,7,
liberty bay|meriana.exit~depot:,node,32284,32788,7,
liberty bay|meriana.exit~depot:,node,32284,32796,7,
liberty bay|meriana.exit~depot:,node,32289,32800,7,
liberty bay|meriana.exit~depot:,node,32289,32806,7,
liberty bay|meriana.exit~depot:,node,32289,32812,7,
liberty bay|meriana.exit~depot:,node,32294,32813,7,
liberty bay|meriana.exit~depot:,node,32299,32818,7,
liberty bay|meriana.exit~depot:,node,32299,32824,7,
liberty bay|meriana.exit~depot:,node,32304,32827,7,
liberty bay|meriana.exit~depot:,node,32310,32828,7,
liberty bay|meriana.exit~depot:,node,32314,32832,7,
liberty bay|meriana.exit~depot:,node,32321,32834,7,
liberty bay|meriana.exit~depot:,node,32329,32835,7,
liberty bay|meriana.exit~depot:,node,32335,32837,7,
liberty bay|meriana.exit~depot:,stand,32336,32838,7,

# --- liberty bay|meriana.exit~potions: (30 waypoints) ---
liberty bay|meriana.exit~potions:,node,32313,32709,7,
liberty bay|meriana.exit~potions:,node,32312,32717,7,
liberty bay|meriana.exit~potions:,node,32309,32724,7,
liberty bay|meriana.exit~potions:,node,32304,32733,7,
liberty bay|meriana.exit~potions:,node,32299,32742,7,
liberty bay|meriana.exit~potions:,node,32293,32749,7,
liberty bay|meriana.exit~potions:,node,32288,32754,7,
liberty bay|meriana.exit~potions:,node,32287,32763,7,
liberty bay|meriana.exit~potions:,node,32286,32771,7,
liberty bay|meriana.exit~potions:,node,32284,32780,7,
liberty bay|meriana.exit~potions:,node,32284,32788,7,
liberty bay|meriana.exit~potions:,node,32284,32796,7,
liberty bay|meriana.exit~potions:,node,32289,32800,7,
liberty bay|meriana.exit~potions:,node,32289,32806,7,
liberty bay|meriana.exit~potions:,node,32289,32812,7,
liberty bay|meriana.exit~potions:,node,32294,32813,7,
liberty bay|meriana.exit~potions:,node,32299,32818,7,
liberty bay|meriana.exit~potions:,node,32299,32824,7,
liberty bay|meriana.exit~potions:,node,32304,32827,7,
liberty bay|meriana.exit~potions:,node,32310,32828,7,
liberty bay|meriana.exit~potions:,node,32314,32832,7,
liberty bay|meriana.exit~potions:,node,32322,32832,7,
liberty bay|meriana.exit~potions:,node,32324,32828,7,
liberty bay|meriana.exit~potions:,node,32331,32827,7,
liberty bay|meriana.exit~potions:,node,32338,32827,7,
liberty bay|meriana.exit~potions:,node,32340,32823,7,
liberty bay|meriana.exit~potions:,node,32340,32817,7,
liberty bay|meriana.exit~potions:,node,32346,32815,7,
liberty bay|meriana.exit~potions:,node,32346,32810,7,
liberty bay|meriana.exit~potions:,stand,32346,32810,7,

# --- liberty bay|meriana.exit~runes: (30 waypoints) ---
liberty bay|meriana.exit~runes:,node,32313,32709,7,
liberty bay|meriana.exit~runes:,node,32312,32717,7,
liberty bay|meriana.exit~runes:,node,32309,32724,7,
liberty bay|meriana.exit~runes:,node,32304,32733,7,
liberty bay|meriana.exit~runes:,node,32299,32742,7,
liberty bay|meriana.exit~runes:,node,32293,32749,7,
liberty bay|meriana.exit~runes:,node,32288,32754,7,
liberty bay|meriana.exit~runes:,node,32287,32763,7,
liberty bay|meriana.exit~runes:,node,32286,32771,7,
liberty bay|meriana.exit~runes:,node,32284,32780,7,
liberty bay|meriana.exit~runes:,node,32284,32788,7,
liberty bay|meriana.exit~runes:,node,32284,32796,7,
liberty bay|meriana.exit~runes:,node,32289,32800,7,
liberty bay|meriana.exit~runes:,node,32289,32806,7,
liberty bay|meriana.exit~runes:,node,32289,32812,7,
liberty bay|meriana.exit~runes:,node,32294,32813,7,
liberty bay|meriana.exit~runes:,node,32299,32818,7,
liberty bay|meriana.exit~runes:,node,32299,32824,7,
liberty bay|meriana.exit~runes:,node,32304,32827,7,
liberty bay|meriana.exit~runes:,node,32310,32828,7,
liberty bay|meriana.exit~runes:,node,32314,32832,7,
liberty bay|meriana.exit~runes:,node,32322,32832,7,
liberty bay|meriana.exit~runes:,node,32324,32828,7,
liberty bay|meriana.exit~runes:,node,32331,32827,7,
liberty bay|meriana.exit~runes:,node,32338,32827,7,
liberty bay|meriana.exit~runes:,node,32340,32823,7,
liberty bay|meriana.exit~runes:,node,32340,32817,7,
liberty bay|meriana.exit~runes:,node,32346,32815,7,
liberty bay|meriana.exit~runes:,node,32346,32810,7,
liberty bay|meriana.exit~runes:,stand,32346,32810,7,

# --- liberty bay|meriana.exit~ammo: (18 waypoints) ---
liberty bay|meriana.exit~ammo:,node,32313,32709,7,
liberty bay|meriana.exit~ammo:,node,32312,32717,7,
liberty bay|meriana.exit~ammo:,node,32309,32724,7,
liberty bay|meriana.exit~ammo:,node,32304,32733,7,
liberty bay|meriana.exit~ammo:,node,32299,32742,7,
liberty bay|meriana.exit~ammo:,node,32293,32749,7,
liberty bay|meriana.exit~ammo:,node,32288,32754,7,
liberty bay|meriana.exit~ammo:,node,32287,32763,7,
liberty bay|meriana.exit~ammo:,node,32286,32771,7,
liberty bay|meriana.exit~ammo:,node,32284,32780,7,
liberty bay|meriana.exit~ammo:,node,32284,32788,7,
liberty bay|meriana.exit~ammo:,node,32284,32796,7,
liberty bay|meriana.exit~ammo:,node,32289,32800,7,
liberty bay|meriana.exit~ammo:,node,32289,32806,7,
liberty bay|meriana.exit~ammo:,node,32289,32812,7,
liberty bay|meriana.exit~ammo:,node,32287,32817,7,
liberty bay|meriana.exit~ammo:,node,32292,32820,7,
liberty bay|meriana.exit~ammo:,stand,32292,32820,7,

# --- liberty bay|meriana.exit~loot: (18 waypoints) ---
liberty bay|meriana.exit~loot:,node,32313,32709,7,
liberty bay|meriana.exit~loot:,node,32312,32717,7,
liberty bay|meriana.exit~loot:,node,32309,32724,7,
liberty bay|meriana.exit~loot:,node,32304,32733,7,
liberty bay|meriana.exit~loot:,node,32299,32742,7,
liberty bay|meriana.exit~loot:,node,32293,32749,7,
liberty bay|meriana.exit~loot:,node,32288,32754,7,
liberty bay|meriana.exit~loot:,node,32287,32763,7,
liberty bay|meriana.exit~loot:,node,32286,32771,7,
liberty bay|meriana.exit~loot:,node,32284,32780,7,
liberty bay|meriana.exit~loot:,node,32284,32788,7,
liberty bay|meriana.exit~loot:,node,32284,32796,7,
liberty bay|meriana.exit~loot:,node,32289,32800,7,
liberty bay|meriana.exit~loot:,node,32289,32806,7,
liberty bay|meriana.exit~loot:,node,32289,32812,7,
liberty bay|meriana.exit~loot:,node,32287,32817,7,
liberty bay|meriana.exit~loot:,node,32292,32820,7,
liberty bay|meriana.exit~loot:,stand,32292,32820,7,

# --- liberty bay|meriana.exit~temple: (22 waypoints) ---
liberty bay|meriana.exit~temple:,node,32313,32709,7,
liberty bay|meriana.exit~temple:,node,32312,32717,7,
liberty bay|meriana.exit~temple:,node,32309,32724,7,
liberty bay|meriana.exit~temple:,node,32304,32733,7,
liberty bay|meriana.exit~temple:,node,32299,32742,7,
liberty bay|meriana.exit~temple:,node,32293,32749,7,
liberty bay|meriana.exit~temple:,node,32288,32754,7,
liberty bay|meriana.exit~temple:,node,32287,32763,7,
liberty bay|meriana.exit~temple:,node,32286,32771,7,
liberty bay|meriana.exit~temple:,node,32284,32780,7,
liberty bay|meriana.exit~temple:,node,32284,32788,7,
liberty bay|meriana.exit~temple:,node,32284,32796,7,
liberty bay|meriana.exit~temple:,node,32289,32800,7,
liberty bay|meriana.exit~temple:,node,32289,32806,7,
liberty bay|meriana.exit~temple:,node,32289,32812,7,
liberty bay|meriana.exit~temple:,node,32294,32813,7,
liberty bay|meriana.exit~temple:,node,32299,32818,7,
liberty bay|meriana.exit~temple:,node,32299,32824,7,
liberty bay|meriana.exit~temple:,node,32304,32827,7,
liberty bay|meriana.exit~temple:,node,32310,32828,7,
liberty bay|meriana.exit~temple:,node,32317,32827,7,
liberty bay|meriana.exit~temple:,stand,32317,32827,7,

# --- liberty bay|meriana.exit~bank: (25 waypoints) ---
liberty bay|meriana.exit~bank:,node,32313,32709,7,
liberty bay|meriana.exit~bank:,node,32312,32717,7,
liberty bay|meriana.exit~bank:,node,32309,32724,7,
liberty bay|meriana.exit~bank:,node,32304,32733,7,
liberty bay|meriana.exit~bank:,node,32299,32742,7,
liberty bay|meriana.exit~bank:,node,32293,32749,7,
liberty bay|meriana.exit~bank:,node,32288,32754,7,
liberty bay|meriana.exit~bank:,node,32287,32763,7,
liberty bay|meriana.exit~bank:,node,32286,32771,7,
liberty bay|meriana.exit~bank:,node,32284,32780,7,
liberty bay|meriana.exit~bank:,node,32284,32788,7,
liberty bay|meriana.exit~bank:,node,32284,32796,7,
liberty bay|meriana.exit~bank:,node,32289,32800,7,
liberty bay|meriana.exit~bank:,node,32289,32806,7,
liberty bay|meriana.exit~bank:,node,32289,32812,7,
liberty bay|meriana.exit~bank:,node,32294,32813,7,
liberty bay|meriana.exit~bank:,node,32299,32818,7,
liberty bay|meriana.exit~bank:,node,32299,32824,7,
liberty bay|meriana.exit~bank:,node,32304,32827,7,
liberty bay|meriana.exit~bank:,node,32310,32828,7,
liberty bay|meriana.exit~bank:,node,32314,32832,7,
liberty bay|meriana.exit~bank:,node,32321,32834,7,
liberty bay|meriana.exit~bank:,node,32329,32835,7,
liberty bay|meriana.exit~bank:,node,32338,32836,7,
liberty bay|meriana.exit~bank:,stand,32338,32836,7,

# --- liberty bay|meriana.exit~food: (21 waypoints) ---
liberty bay|meriana.exit~food:,node,32313,32709,7,
liberty bay|meriana.exit~food:,node,32312,32717,7,
liberty bay|meriana.exit~food:,node,32309,32724,7,
liberty bay|meriana.exit~food:,node,32304,32733,7,
liberty bay|meriana.exit~food:,node,32299,32742,7,
liberty bay|meriana.exit~food:,node,32293,32749,7,
liberty bay|meriana.exit~food:,node,32288,32754,7,
liberty bay|meriana.exit~food:,node,32287,32763,7,
liberty bay|meriana.exit~food:,node,32286,32771,7,
liberty bay|meriana.exit~food:,node,32284,32780,7,
liberty bay|meriana.exit~food:,node,32284,32788,7,
liberty bay|meriana.exit~food:,node,32284,32796,7,
liberty bay|meriana.exit~food:,node,32289,32800,7,
liberty bay|meriana.exit~food:,node,32289,32806,7,
liberty bay|meriana.exit~food:,node,32289,32812,7,
liberty bay|meriana.exit~food:,node,32294,32813,7,
liberty bay|meriana.exit~food:,node,32299,32818,7,
liberty bay|meriana.exit~food:,node,32299,32824,7,
liberty bay|meriana.exit~food:,node,32302,32829,7,
liberty bay|meriana.exit~food:,node,32300,32832,7,
liberty bay|meriana.exit~food:,stand,32300,32832,7,

# --- liberty bay|meriana.exit~trainers: (48 waypoints) ---
liberty bay|meriana.exit~trainers:,node,32313,32709,7,
liberty bay|meriana.exit~trainers:,node,32312,32717,7,
liberty bay|meriana.exit~trainers:,node,32309,32724,7,
liberty bay|meriana.exit~trainers:,node,32304,32733,7,
liberty bay|meriana.exit~trainers:,node,32299,32742,7,
liberty bay|meriana.exit~trainers:,node,32293,32749,7,
liberty bay|meriana.exit~trainers:,node,32288,32754,7,
liberty bay|meriana.exit~trainers:,node,32287,32763,7,
liberty bay|meriana.exit~trainers:,node,32286,32771,7,
liberty bay|meriana.exit~trainers:,node,32284,32780,7,
liberty bay|meriana.exit~trainers:,node,32284,32788,7,
liberty bay|meriana.exit~trainers:,node,32284,32796,7,
liberty bay|meriana.exit~trainers:,node,32289,32800,7,
liberty bay|meriana.exit~trainers:,node,32289,32806,7,
liberty bay|meriana.exit~trainers:,node,32289,32812,7,
liberty bay|meriana.exit~trainers:,node,32294,32813,7,
liberty bay|meriana.exit~trainers:,node,32299,32811,7,
liberty bay|meriana.exit~trainers:,node,32302,32806,7,
liberty bay|meriana.exit~trainers:,node,32311,32806,7,
liberty bay|meriana.exit~trainers:,node,32319,32806,7,
liberty bay|meriana.exit~trainers:,node,32331,32806,7,
liberty bay|meriana.exit~trainers:,node,32340,32807,7,
liberty bay|meriana.exit~trainers:,node,32340,32813,7,
liberty bay|meriana.exit~trainers:,node,32346,32815,7,
liberty bay|meriana.exit~trainers:,node,32353,32815,7,
liberty bay|meriana.exit~trainers:,node,32360,32815,7,
liberty bay|meriana.exit~trainers:,node,32367,32815,7,
liberty bay|meriana.exit~trainers:,node,32374,32815,7,
liberty bay|meriana.exit~trainers:,node,32382,32814,7,
liberty bay|meriana.exit~trainers:,stand,32383,32815,7,
liberty bay|meriana.exit~trainers:,node,32387,32814,6,
liberty bay|meriana.exit~trainers:,node,32389,32808,6,
liberty bay|meriana.exit~trainers:,node,32391,32803,6,
liberty bay|meriana.exit~trainers:,stand,32391,32802,6,
liberty bay|meriana.exit~trainers:,node,32398,32801,5,
liberty bay|meriana.exit~trainers:,node,32405,32801,5,
liberty bay|meriana.exit~trainers:,node,32409,32805,5,
liberty bay|meriana.exit~trainers:,stand,32409,32806,5,
liberty bay|meriana.exit~trainers:,node,32409,32817,4,
liberty bay|meriana.exit~trainers:,node,32403,32817,4,
liberty bay|meriana.exit~trainers:,node,32398,32812,4,
liberty bay|meriana.exit~trainers:,stand,32398,32811,4,
liberty bay|meriana.exit~trainers:,stand,32397,32810,3,
liberty bay|meriana.exit~trainers:,stand,32397,32812,3,
liberty bay|meriana.exit~trainers:,stand,32400,32812,3,
liberty bay|meriana.exit~trainers:,node,32395,32815,2,
liberty bay|meriana.exit~trainers:,node,32395,32822,2,
liberty bay|meriana.exit~trainers:,stand,32395,32822,2,

# --- liberty bay|meriana.exit~south.exit: (25 waypoints) ---
liberty bay|meriana.exit~south.exit:,node,32313,32709,7,
liberty bay|meriana.exit~south.exit:,node,32312,32717,7,
liberty bay|meriana.exit~south.exit:,node,32309,32724,7,
liberty bay|meriana.exit~south.exit:,node,32304,32733,7,
liberty bay|meriana.exit~south.exit:,node,32299,32742,7,
liberty bay|meriana.exit~south.exit:,node,32293,32749,7,
liberty bay|meriana.exit~south.exit:,node,32288,32754,7,
liberty bay|meriana.exit~south.exit:,node,32287,32763,7,
liberty bay|meriana.exit~south.exit:,node,32286,32771,7,
liberty bay|meriana.exit~south.exit:,node,32284,32780,7,
liberty bay|meriana.exit~south.exit:,node,32284,32788,7,
liberty bay|meriana.exit~south.exit:,node,32284,32796,7,
liberty bay|meriana.exit~south.exit:,node,32289,32800,7,
liberty bay|meriana.exit~south.exit:,node,32289,32806,7,
liberty bay|meriana.exit~south.exit:,node,32289,32812,7,
liberty bay|meriana.exit~south.exit:,node,32294,32813,7,
liberty bay|meriana.exit~south.exit:,node,32299,32818,7,
liberty bay|meriana.exit~south.exit:,node,32299,32824,7,
liberty bay|meriana.exit~south.exit:,node,32304,32827,7,
liberty bay|meriana.exit~south.exit:,node,32310,32828,7,
liberty bay|meriana.exit~south.exit:,node,32310,32834,7,
liberty bay|meriana.exit~south.exit:,node,32310,32840,7,
liberty bay|meriana.exit~south.exit:,node,32310,32846,7,
liberty bay|meriana.exit~south.exit:,node,32310,32852,7,
liberty bay|meriana.exit~south.exit:,node,32310,32858,7,

# --- liberty bay|meriana.exit~west.exit: (19 waypoints) ---
liberty bay|meriana.exit~west.exit:,node,32313,32709,7,
