source_name,waypoint_type,pos_x,pos_y,pos_z,action_label

# --- ankrahmun|boat~boat: (1 waypoints) ---
# --- ankrahmun|potions~depot: (7 waypoints) ---
ankrahmun|potions~depot:,stand,33130,32816,5,
ankrahmun|potions~depot:,node,33129,32821,6,
ankrahmun|potions~depot:,node,33127,32825,6,
ankrahmun|potions~depot:,stand,33127,32826,6,
ankrahmun|potions~depot:,node,33126,32832,7,
ankrahmun|potions~depot:,node,33125,32838,7,
ankrahmun|potions~depot:,node,33125,32844,7,

# --- ankrahmun|runes~depot: (7 waypoints) ---
ankrahmun|runes~depot:,stand,33130,32816,5,
ankrahmun|runes~depot:,node,33129,32821,6,
ankrahmun|runes~depot:,node,33127,32825,6,
ankrahmun|runes~depot:,stand,33127,32826,6,
ankrahmun|runes~depot:,node,33126,32832,7,
ankrahmun|runes~depot:,node,33125,32838,7,
ankrahmun|runes~depot:,node,33125,32844,7,

# --- ankrahmun|bank~depot: (5 waypoints) ---
ankrahmun|bank~depot:,node,33127,32825,6,
ankrahmun|bank~depot:,stand,33127,32826,6,
ankrahmun|bank~depot:,node,33126,32832,7,
ankrahmun|bank~depot:,node,33125,32838,7,
ankrahmun|bank~depot:,node,33125,32844,7,

# --- ankrahmun|loot~depot: (5 waypoints) ---
ankrahmun|loot~depot:,node,33127,32825,6,
ankrahmun|loot~depot:,stand,33127,32826,6,
ankrahmun|loot~depot:,node,33126,32832,7,
ankrahmun|loot~depot:,node,33125,32838,7,
ankrahmun|loot~depot:,node,33125,32844,7,

# --- ankrahmun|food~depot: (5 waypoints) ---
ankrahmun|food~depot:,node,33127,32825,6,
ankrahmun|food~depot:,stand,33127,32826,6,
ankrahmun|food~depot:,node,33126,32832,7,
ankrahmun|food~depot:,node,33125,32838,7,
ankrahmun|food~depot:,node,33125,32844,7,

# --- ankrahmun|ammo~depot: (12 waypoints) ---
ankrahmun|ammo~depot:,node,33150,32810,4,
ankrahmun|ammo~depot:,stand,33149,32809,4,
ankrahmun|ammo~depot:,stand,33151,32809,5,
ankrahmun|ammo~depot:,node,33146,32811,6,
ankrahmun|ammo~depot:,stand,33145,32811,6,
ankrahmun|ammo~depot:,node,33141,32814,7,
ankrahmun|ammo~depot:,node,33141,32821,7,
ankrahmun|ammo~depot:,node,33140,32828,7,
ankrahmun|ammo~depot:,node,33135,32832,7,
ankrahmun|ammo~depot:,node,33128,32833,7,
ankrahmun|ammo~depot:,node,33125,32838,7,
ankrahmun|ammo~depot:,node,33125,32844,7,

# --- ankrahmun|trainers~depot: (15 waypoints) ---
ankrahmun|trainers~depot:,node,33167,32815,4,
ankrahmun|trainers~depot:,node,33160,32815,4,
ankrahmun|trainers~depot:,node,33153,32813,4,
ankrahmun|trainers~depot:,node,33150,32810,4,
ankrahmun|trainers~depot:,stand,33149,32809,4,
ankrahmun|trainers~depot:,stand,33151,32809,5,
ankrahmun|trainers~depot:,node,33146,32811,6,
ankrahmun|trainers~depot:,stand,33145,32811,6,
ankrahmun|trainers~depot:,node,33141,32814,7,
ankrahmun|trainers~depot:,node,33141,32821,7,
ankrahmun|trainers~depot:,node,33140,32828,7,
ankrahmun|trainers~depot:,node,33135,32832,7,
ankrahmun|trainers~depot:,node,33128,32833,7,
ankrahmun|trainers~depot:,node,33125,32838,7,
ankrahmun|trainers~depot:,node,33125,32844,7,

# --- ankrahmun|temple~depot: (13 waypoints) ---
ankrahmun|temple~depot:,node,33195,32851,8,
ankrahmun|temple~depot:,stand,33195,32850,8,
ankrahmun|temple~depot:,node,33196,32851,7,
ankrahmun|temple~depot:,node,33196,32859,7,
ankrahmun|temple~depot:,node,33187,32859,7,
ankrahmun|temple~depot:,node,33186,32868,7,
ankrahmun|temple~depot:,node,33176,32868,7,
ankrahmun|temple~depot:,node,33165,32868,7,
ankrahmun|temple~depot:,node,33163,32856,7,
ankrahmun|temple~depot:,node,33150,32856,7,
ankrahmun|temple~depot:,node,33136,32856,7,
ankrahmun|temple~depot:,node,33127,32854,7,
ankrahmun|temple~depot:,node,33125,32844,7,

# --- ankrahmun|west.gate~depot: (15 waypoints) ---
ankrahmun|west.gate~depot:,node,33087,32783,7,
ankrahmun|west.gate~depot:,stand,33087,32784,7,
ankrahmun|west.gate~depot:,stand,33087,32787,6,
ankrahmun|west.gate~depot:,node,33092,32792,7,
ankrahmun|west.gate~depot:,node,33098,32794,7,
ankrahmun|west.gate~depot:,node,33098,32800,7,
ankrahmun|west.gate~depot:,node,33099,32807,7,
ankrahmun|west.gate~depot:,node,33099,32814,7,
ankrahmun|west.gate~depot:,node,33099,32821,7,
ankrahmun|west.gate~depot:,node,33099,32829,7,
ankrahmun|west.gate~depot:,node,33109,32830,7,
ankrahmun|west.gate~depot:,node,33119,32831,7,
ankrahmun|west.gate~depot:,node,33125,32834,7,
ankrahmun|west.gate~depot:,node,33125,32838,7,
ankrahmun|west.gate~depot:,node,33125,32844,7,

# --- ankrahmun|east.gate~depot: (20 waypoints) ---
ankrahmun|east.gate~depot:,node,33240,32798,7,
ankrahmun|east.gate~depot:,stand,33240,32799,7,
ankrahmun|east.gate~depot:,stand,33239,32803,6,
ankrahmun|east.gate~depot:,node,33231,32813,7,
ankrahmun|east.gate~depot:,node,33231,32820,7,
ankrahmun|east.gate~depot:,node,33220,32820,7,
ankrahmun|east.gate~depot:,node,33210,32820,7,
ankrahmun|east.gate~depot:,node,33200,32820,7,
ankrahmun|east.gate~depot:,node,33193,32821,7,
ankrahmun|east.gate~depot:,node,33185,32821,7,
ankrahmun|east.gate~depot:,node,33180,32825,7,
ankrahmun|east.gate~depot:,node,33173,32828,7,
ankrahmun|east.gate~depot:,node,33165,32828,7,
ankrahmun|east.gate~depot:,node,33156,32830,7,
ankrahmun|east.gate~depot:,node,33148,32830,7,
ankrahmun|east.gate~depot:,node,33140,32830,7,
ankrahmun|east.gate~depot:,node,33135,32832,7,
ankrahmun|east.gate~depot:,node,33128,32833,7,
ankrahmun|east.gate~depot:,node,33125,32838,7,
ankrahmun|east.gate~depot:,node,33125,32844,7,

# --- ankrahmun|north.gate~depot: (18 waypoints) ---
ankrahmun|north.gate~depot:,node,33153,32761,7,
ankrahmun|north.gate~depot:,stand,33153,32762,7,
ankrahmun|north.gate~depot:,stand,33153,32766,6,
ankrahmun|north.gate~depot:,node,33153,32775,7,
ankrahmun|north.gate~depot:,node,33153,32781,7,
ankrahmun|north.gate~depot:,node,33146,32781,7,
ankrahmun|north.gate~depot:,node,33139,32781,7,
ankrahmun|north.gate~depot:,node,33139,32789,7,
ankrahmun|north.gate~depot:,node,33139,32797,7,
ankrahmun|north.gate~depot:,node,33139,32803,7,
ankrahmun|north.gate~depot:,node,33141,32807,7,
ankrahmun|north.gate~depot:,node,33141,32814,7,
ankrahmun|north.gate~depot:,node,33141,32821,7,
ankrahmun|north.gate~depot:,node,33140,32828,7,
ankrahmun|north.gate~depot:,node,33135,32832,7,
ankrahmun|north.gate~depot:,node,33128,32833,7,
ankrahmun|north.gate~depot:,node,33125,32838,7,
ankrahmun|north.gate~depot:,node,33125,32844,7,

# --- ankrahmun|boat~potions: (17 waypoints) ---
ankrahmun|boat~potions:,node,33085,32883,6,
ankrahmun|boat~potions:,node,33084,32878,6,
ankrahmun|boat~potions:,stand,33084,32877,6,
ankrahmun|boat~potions:,node,33088,32872,7,
ankrahmun|boat~potions:,node,33089,32861,7,
ankrahmun|boat~potions:,node,33090,32851,7,
ankrahmun|boat~potions:,node,33103,32851,7,
ankrahmun|boat~potions:,node,33114,32850,7,
ankrahmun|boat~potions:,node,33116,32841,7,
ankrahmun|boat~potions:,node,33116,32833,7,
ankrahmun|boat~potions:,node,33121,32829,7,
ankrahmun|boat~potions:,node,33127,32827,7,
ankrahmun|boat~potions:,stand,33128,32826,7,
ankrahmun|boat~potions:,node,33130,32817,6,
ankrahmun|boat~potions:,stand,33130,32816,6,
ankrahmun|boat~potions:,node,33130,32813,5,
ankrahmun|boat~potions:,stand,33130,32813,5,

# --- ankrahmun|depot~potions: (8 waypoints) ---
ankrahmun|depot~potions:,node,33125,32838,7,
ankrahmun|depot~potions:,node,33126,32832,7,
ankrahmun|depot~potions:,node,33128,32827,7,
ankrahmun|depot~potions:,stand,33128,32826,7,
ankrahmun|depot~potions:,node,33130,32817,6,
ankrahmun|depot~potions:,stand,33130,32816,6,
ankrahmun|depot~potions:,node,33130,32813,5,
ankrahmun|depot~potions:,stand,33130,32813,5,

# --- ankrahmun|potions~potions: (2 waypoints) ---
ankrahmun|potions~potions:,node,33130,32813,5,
ankrahmun|potions~potions:,stand,33130,32813,5,

# --- ankrahmun|runes~potions: (2 waypoints) ---
ankrahmun|runes~potions:,node,33130,32813,5,
ankrahmun|runes~potions:,stand,33130,32813,5,

# --- ankrahmun|bank~potions: (4 waypoints) ---
ankrahmun|bank~potions:,node,33131,32817,6,
ankrahmun|bank~potions:,stand,33131,32816,6,
ankrahmun|bank~potions:,node,33130,32813,5,
ankrahmun|bank~potions:,stand,33130,32813,5,

# --- ankrahmun|Loot~potions: (4 waypoints) ---
ankrahmun|Loot~potions:,node,33132,32816,6,
ankrahmun|Loot~potions:,stand,33131,32816,6,
ankrahmun|Loot~potions:,node,33130,32813,5,
ankrahmun|Loot~potions:,stand,33130,32813,5,

# --- ankrahmun|food~potions: (4 waypoints) ---
ankrahmun|food~potions:,node,33130,32817,6,
ankrahmun|food~potions:,stand,33130,32816,6,
ankrahmun|food~potions:,node,33130,32813,5,
ankrahmun|food~potions:,stand,33130,32813,5,

# --- ankrahmun|ammo~potions: (12 waypoints) ---
ankrahmun|ammo~potions:,node,33150,32810,4,
ankrahmun|ammo~potions:,stand,33149,32809,4,
ankrahmun|ammo~potions:,stand,33151,32809,5,
ankrahmun|ammo~potions:,node,33149,32811,6,
ankrahmun|ammo~potions:,node,33146,32811,6,
ankrahmun|ammo~potions:,stand,33145,32811,6,
ankrahmun|ammo~potions:,node,33139,32811,7,
ankrahmun|ammo~potions:,stand,33138,32811,7,
ankrahmun|ammo~potions:,node,33132,32816,6,
ankrahmun|ammo~potions:,stand,33131,32816,6,
ankrahmun|ammo~potions:,node,33130,32813,5,
ankrahmun|ammo~potions:,stand,33130,32813,5,

# --- ankrahmun|trainers~potions: (15 waypoints) ---
ankrahmun|trainers~potions:,node,33167,32815,4,
ankrahmun|trainers~potions:,node,33161,32815,4,
ankrahmun|trainers~potions:,node,33154,32813,4,
ankrahmun|trainers~potions:,node,33150,32810,4,
ankrahmun|trainers~potions:,stand,33149,32809,4,
ankrahmun|trainers~potions:,stand,33151,32809,5,
ankrahmun|trainers~potions:,node,33149,32811,6,
ankrahmun|trainers~potions:,node,33146,32811,6,
ankrahmun|trainers~potions:,stand,33145,32811,6,
ankrahmun|trainers~potions:,node,33139,32811,7,
ankrahmun|trainers~potions:,stand,33138,32811,7,
ankrahmun|trainers~potions:,node,33132,32816,6,
ankrahmun|trainers~potions:,stand,33131,32816,6,
ankrahmun|trainers~potions:,node,33130,32813,5,
ankrahmun|trainers~potions:,stand,33130,32813,5,

# --- ankrahmun|temple~potions: (19 waypoints) ---
ankrahmun|temple~potions:,node,33195,32851,8,
ankrahmun|temple~potions:,stand,33195,32850,8,
ankrahmun|temple~potions:,node,33196,32851,7,
ankrahmun|temple~potions:,node,33196,32859,7,
ankrahmun|temple~potions:,node,33187,32859,7,
ankrahmun|temple~potions:,node,33187,32852,7,
ankrahmun|temple~potions:,node,33185,32847,7,
ankrahmun|temple~potions:,node,33174,32847,7,
ankrahmun|temple~potions:,node,33166,32845,7,
ankrahmun|temple~potions:,node,33165,32838,7,
ankrahmun|temple~potions:,node,33163,32831,7,
ankrahmun|temple~potions:,node,33154,32830,7,
ankrahmun|temple~potions:,node,33142,32830,7,
ankrahmun|temple~potions:,node,33135,32827,7,
ankrahmun|temple~potions:,stand,33134,32826,7,
